step,call_number,seed_alpha,offspring_alpha,reward__validity,reward__quality,reward__diversity,reward__novelty,reward__tool_efficiency,hierarchical_reward,group_relative_advantage,operator,components
4,3,pair_product__ret_6_1__gp_at,pair_product__gp_at__ocf_at,1.0,0.9571428571428571,0.749005027848379,0.25,0.3333333333333333,0.7556343389030091,1.328475554868573,pair_product,gp_at|ocf_at
4,4,pair_product__ret_6_1__gp_at,identity__gp_at,1.0,0.18333333333333335,0.36483811037120417,0.5,0.25,0.4371342887409075,-1.469009015220474,identity,gp_at
5,1,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__be_me,1.0,0.9595238095238096,0.34067583822709446,0.75,1.0,0.8164685009787522,1.3083019037765906,pair_product,ret_6_1|be_me
5,2,pair_difference__ret_6_1__z_score,pair_mean__ret_3_1__ret_6_1,1.0,0.24285714285714283,0.3960997751489447,0.75,0.5,0.526719955029789,-1.0642804233104834,pair_mean,ret_3_1|ret_6_1
5,3,pair_difference__ret_6_1__z_score,pair_product__ret_1_0__z_score,1.0,0.6238095238095238,0.8462767593539069,0.75,0.3333333333333333,0.733422018537448,0.6282825583069801,pair_product,ret_1_0|z_score
5,4,pair_difference__ret_6_1__z_score,pair_difference__ret_3_1__ret_6_1,1.0,0.43333333333333335,0.6799907792836861,0.25,0.25,0.5501648225234039,-0.872304038773089,pair_difference,ret_3_1|ret_6_1
6,1,pair_product__ret_6_1__gp_at,pair_product__ret_6_1__turnover_126d,1.0,0.8928571428571428,0.5107085601456802,0.25,1.0,0.752141712029136,1.1343056463051528,pair_product,ret_6_1|turnover_126d
6,2,pair_product__ret_6_1__gp_at,pair_product__ret_6_1__beta_60m,1.0,0.9142857142857144,0.5465611349079921,0.25,0.5,0.7168122269815984,0.8156853113410409,pair_product,ret_6_1|beta_60m
6,3,pair_product__ret_6_1__gp_at,identity__ret_6_1,1.0,0.3119047619047619,0.35359172923815696,0.5,0.3333333333333333,0.4882183458476314,-1.2458974963236658,identity,ret_6_1
6,4,pair_product__ret_6_1__gp_at,pair_product__gp_at__rvol_21d,1.0,0.4285714285714286,0.6789752178724314,0.25,0.25,0.5482950435744863,-0.7040934613225294,pair_product,gp_at|rvol_21d
7,1,pair_mean__ret_12_1__z_score,pair_mean__ret_12_1__gp_at,1.0,0.8523809523809525,0.06795725103929406,0.25,1.0,0.6494247835411922,1.3657844476683771,pair_mean,ret_12_1|gp_at
7,2,pair_mean__ret_12_1__z_score,pair_product__z_score__rvol_21d,1.0,0.2857142857142857,0.6958026514647496,0.75,0.5,0.6016605302929499,-0.017496063590766105,pair_product,z_score|rvol_21d
7,3,pair_mean__ret_12_1__z_score,pair_mean__z_score__niq_su,1.0,0.7119047619047618,0.1597932704726588,0.25,0.3333333333333333,0.5519586540945317,-1.456891260684453,pair_mean,z_score|niq_su
7,4,pair_mean__ret_12_1__z_score,pair_product__ret_12_1__ocf_at,1.0,0.45238095238095244,0.5509067741098272,0.75,0.25,0.6060146881552988,0.10860287660683249,pair_product,ret_12_1|ocf_at
8,1,pair_product__gp_at__ocf_at,pair_product__ret_3_1__gp_at,1.0,0.3904761904761905,0.38178209391614704,0.25,1.0,0.550523085449896,0.41377591282324294,pair_product,ret_3_1|gp_at
8,2,pair_product__gp_at__ocf_at,pair_mean__be_me__gp_at,1.0,0.09285714285714286,0.5556583601643594,0.75,0.5,0.5061316720328719,-0.7231981211974043,pair_mean,be_me|gp_at
8,3,pair_product__gp_at__ocf_at,pair_product__ret_1_0__ocf_at,1.0,0.43333333333333335,0.8386981410014116,0.25,0.3333333333333333,0.5902396282002823,1.4310149316408454,pair_product,ret_1_0|ocf_at
8,4,pair_product__gp_at__ocf_at,pair_mean__ret_1_0__ocf_at,1.0,0.1357142857142857,0.5278848184897604,0.75,0.25,0.4905769636979521,-1.121592723266687,pair_mean,ret_1_0|ocf_at
9,1,pair_difference__ret_6_1__z_score,pair_difference__z_score__rvol_21d,1.0,0.6952380952380952,0.7446053767569082,0.25,1.0,0.729754408684715,1.352656640298373,pair_difference,z_score|rvol_21d
9,2,pair_difference__ret_6_1__z_score,pair_product__ret_1_0__z_score,1.0,0.6238095238095238,0.32984009350905774,0.75,0.5,0.6468013520351449,0.5393205901190948,pair_product,ret_1_0|z_score
9,3,pair_difference__ret_6_1__z_score,pair_difference__ret_1_0__ret_6_1,1.0,0.4023809523809524,0.5262076998916523,0.25,0.3333333333333333,0.5169082066449971,-0.7342524653414603,pair_difference,ret_1_0|ret_6_1
9,4,pair_difference__ret_6_1__z_score,pair_difference__z_score__beta_60m,1.0,0.1523809523809524,0.7894222907732823,0.25,0.25,0.4737177914879898,-1.157724765076007,pair_difference,z_score|beta_60m
10,1,pair_difference__z_score__rvol_21d,pair_difference__z_score__niq_su,1.0,0.10238095238095238,0.2692227545915429,0.25,1.0,0.42717788425164194,-1.2630351195679865,pair_difference,z_score|niq_su
10,2,pair_difference__z_score__rvol_21d,pair_product__rvol_21d__turnover_126d,1.0,0.06190476190476191,0.6185408382259139,0.75,0.5,0.5078748343118494,0.20065345368578336,pair_product,rvol_21d|turnover_126d
10,3,pair_difference__z_score__rvol_21d,pair_difference__be_me__z_score,1.0,0.5095238095238095,0.12312977392373803,0.25,0.3333333333333333,0.47379262145141426,-0.417532803388396,pair_difference,be_me|z_score
10,4,pair_difference__z_score__rvol_21d,pair_product__z_score__turnover_126d,1.0,0.35714285714285715,0.5795190721719952,0.75,0.25,0.578403814434399,1.4799144692705983,pair_product,z_score|turnover_126d
11,1,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__niq_su,1.0,0.3047619047619048,0.6768879583066114,0.75,1.0,0.654544258327989,0.2600150491926464,pair_product,ret_6_1|niq_su
11,2,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__z_score,1.0,0.9714285714285714,0.21730031928083682,0.5,0.5,0.7084600638561673,0.8509373336309679,pair_product,ret_6_1|z_score
11,3,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__ret_12_1,1.0,0.0761904761904762,0.5189272036444859,0.75,0.3333333333333333,0.47628544072889717,-1.6937183075662823,pair_product,ret_6_1|ret_12_1
11,4,pair_difference__ret_6_1__z_score,pair_product__z_score__niq_su,1.0,0.5523809523809524,0.7657937281384625,0.75,0.25,0.6839920789610259,0.5827659247426649,pair_product,z_score|niq_su
12,1,pair_product__ret_6_1__gp_at,pair_product__gp_at__niq_su,1.0,0.5023809523809524,0.7817152247735148,0.25,1.0,0.6696763782880363,0.8391761084625852,pair_product,gp_at|niq_su
12,2,pair_product__ret_6_1__gp_at,pair_difference__be_me__gp_at,1.0,0.14761904761904762,0.15219139282067629,0.75,0.5,0.4446049452308019,-0.7978620965832907,pair_difference,be_me|gp_at
12,3,pair_product__ret_6_1__gp_at,pair_mean__ret_1_0__ret_6_1,1.0,0.7666666666666667,0.4790113615221254,0.75,0.3333333333333333,0.7099689389710917,1.1322406716606952,pair_mean,ret_1_0|ret_6_1
12,4,pair_product__ret_6_1__gp_at,pair_product__ret_6_1__ret_12_1,1.0,0.0761904761904762,0.5189272036444859,0.25,0.25,0.39295210739556385,-1.1735546835399893,pair_product,ret_6_1|ret_12_1
13,1,pair_difference__z_score__rvol_21d,pair_product__z_score__rvol_21d,1.0,0.2857142857142857,0.2529064026155675,0.5,1.0,0.5255812805231135,-0.26873402738629415,pair_product,z_score|rvol_21d
13,2,pair_difference__z_score__rvol_21d,pair_mean__gp_at__rvol_21d,1.0,0.2,0.2943087546340295,0.75,0.5,0.4913617509268059,-0.6236099044148447,pair_mean,gp_at|rvol_21d
13,3,pair_difference__z_score__rvol_21d,pair_product__rvol_21d__beta_60m,1.0,0.14285714285714285,0.38923565568112084,0.75,0.3333333333333333,0.47368046446955747,-0.8069748457957492,pair_product,rvol_21d|beta_60m
13,4,pair_difference__z_score__rvol_21d,pair_product__gp_at__z_score,1.0,0.888095238095238,0.33510447382737885,0.75,0.25,0.7153542280988091,1.6993187775968868,pair_product,gp_at|z_score
14,1,pair_product__ret_1_0__ocf_at,pair_product__ocf_at__rvol_21d,1.0,0.6452380952380952,0.5607374837872757,0.25,1.0,0.6754808300907885,1.62343657142849,pair_product,ocf_at|rvol_21d
14,2,pair_product__ret_1_0__ocf_at,pair_product__ocf_at__niq_su,1.0,0.4,0.7468001938948956,0.25,0.5,0.5768600387789792,-0.949931015760537,pair_product,ocf_at|niq_su
14,3,pair_product__ret_1_0__ocf_at,pair_difference__gp_at__ocf_at,1.0,0.4738095238095238,0.5091854447381485,0.75,0.3333333333333333,0.6135037556142964,0.006234027369130745,pair_difference,gp_at|ocf_at
14,4,pair_product__ret_1_0__ocf_at,pair_product__be_me__ocf_at,1.0,0.7404761904761905,0.3277404451701367,0.25,0.25,0.587214755700694,-0.6797395830370808,pair_product,be_me|ocf_at
15,1,pair_difference__ret_6_1__z_score,pair_product__z_score__niq_su,1.0,0.5523809523809524,0.7657937281384625,0.75,1.0,0.7589920789610258,1.6682893001590784,pair_product,z_score|niq_su
15,2,pair_difference__ret_6_1__z_score,pair_difference__ret_6_1__beta_60m,1.0,0.55,0.22276770906293597,0.25,0.5,0.5245535418125872,-0.42861134736129547,pair_difference,ret_6_1|beta_60m
15,3,pair_difference__ret_6_1__z_score,pair_difference__ocf_at__z_score,1.0,0.6190476190476191,0.28173832827828216,0.25,0.3333333333333333,0.5438476656556565,-0.2560379246127408,pair_difference,ocf_at|z_score
15,4,pair_difference__ret_6_1__z_score,pair_product__z_score__turnover_126d,1.0,0.35714285714285715,0.0,0.75,0.25,0.4625,-0.9836400281850411,pair_product,z_score|turnover_126d
16,1,pair_mean__ret_1_0__ret_6_1,pair_difference__ret_1_0__gp_at,1.0,0.6976190476190476,0.47267233950930165,0.75,1.0,0.751201134568527,0.6567088529168827,pair_difference,ret_1_0|gp_at
16,2,pair_mean__ret_1_0__ret_6_1,pair_difference__ret_1_0__niq_su,1.0,0.9095238095238095,0.5716858129191009,0.75,0.5,0.7951704959171535,1.2144304648878155,pair_difference,ret_1_0|niq_su
16,3,pair_mean__ret_1_0__ret_6_1,pair_product__ret_6_1__turnover_126d,1.0,0.8928571428571428,0.0,0.75,0.3333333333333333,0.6583333333333333,-0.5212563987140992,pair_product,ret_6_1|turnover_126d
16,4,pair_mean__ret_1_0__ret_6_1,pair_difference__ret_1_0__be_me,1.0,0.5809523809523809,0.2608659041046061,0.75,0.25,0.5930065141542545,-1.3498829190906019,pair_difference,ret_1_0|be_me
17,1,pair_product__ret_1_0__ocf_at,pair_product__be_me__ocf_at,1.0,0.7404761904761905,0.3277404451701367,0.25,1.0,0.662214755700694,1.1966646608385538,pair_product,be_me|ocf_at
17,2,pair_product__ret_1_0__ocf_at,pair_product__ocf_at__niq_su,1.0,0.4,0.3785464164130229,0.25,0.5,0.5032092832826046,-1.5530676961161138,pair_product,ocf_at|niq_su
17,3,pair_product__ret_1_0__ocf_at,pair_product__ret_6_1__ocf_at,1.0,0.7357142857142858,0.3127728257430217,0.25,0.3333333333333333,0.5908878984819377,-0.036813434170627726,pair_product,ret_6_1|ocf_at
17,4,pair_product__ret_1_0__ocf_at,pair_mean__ret_1_0__gp_at,1.0,0.6,0.34127360770253734,0.75,0.25,0.6157547215405075,0.3932164694481916,pair_mean,ret_1_0|gp_at
18,1,pair_product__be_me__ocf_at,pair_product__ret_6_1__be_me,1.0,0.9595238095238096,0.0,0.25,1.0,0.6733333333333333,0.8422141460121068,pair_product,ret_6_1|be_me
18,2,pair_product__be_me__ocf_at,pair_mean__ret_1_0__be_me,1.0,0.7476190476190476,0.2896388896655937,0.75,0.5,0.6820944445997854,0.9512343123185903,pair_mean,ret_1_0|be_me
18,3,pair_product__be_me__ocf_at,pair_product__ret_3_1__be_me,1.0,0.7047619047619048,0.3309860764584701,0.25,0.3333333333333333,0.583697215291694,-0.2731859669149452,pair_product,ret_3_1|be_me
18,4,pair_product__be_me__ocf_at,pair_difference__be_me__turnover_126d,1.0,0.30714285714285716,0.1923963900688559,0.75,0.25,0.48347927801377116,-1.5202624914157499,pair_difference,be_me|turnover_126d
19,1,pair_mean__ret_1_0__be_me,pair_product__be_me__niq_su,1.0,0.6904761904761905,0.23802300572571933,0.75,1.0,0.7017712678118105,0.9289477281533917,pair_product,be_me|niq_su
19,2,pair_mean__ret_1_0__be_me,pair_product__ret_3_1__be_me,1.0,0.7047619047619048,0.3309860764584701,0.75,0.5,0.6753638819583607,0.6489228786087028,pair_product,ret_3_1|be_me
19,3,pair_mean__ret_1_0__be_me,pair_product__be_me__z_score,1.0,0.6738095238095239,0.19490579096855842,0.75,0.3333333333333333,0.6206478248603784,0.06871188227717871,pair_product,be_me|z_score
19,4,pair_mean__ret_1_0__be_me,pair_product__ret_1_0__gp_at,1.0,0.16666666666666666,0.31527923108310485,0.75,0.25,0.4588891795499543,-1.6465824890392748,pair_product,ret_1_0|gp_at
20,1,pair_product__z_score__turnover_126d,pair_product__ret_1_0__turnover_126d,1.0,0.9547619047619047,0.689772738788591,0.25,1.0,0.8096212144243848,1.3686050970061938,pair_product,ret_1_0|turnover_126d
20,2,pair_product__z_score__turnover_126d,pair_product__z_score__niq_su,1.0,0.5523809523809524,0.0,0.25,0.5,0.48083333333333333,-0.8331091390941734,pair_product,z_score|niq_su
20,3,pair_product__z_score__turnover_126d,pair_mean__rvol_21d__turnover_126d,1.0,0.08095238095238096,0.3559312178167132,0.75,0.3333333333333333,0.44535291023000934,-1.0707023021700948,pair_mean,rvol_21d|turnover_126d
20,4,pair_product__z_score__turnover_126d,pair_mean__ocf_at__z_score,1.0,0.85,0.25083773791406816,0.75,0.25,0.6851675475828136,0.5352063442580736,pair_mean,ocf_at|z_score
21,1,pair_product__be_me__niq_su,pair_product__be_me__beta_60m,1.0,0.004761904761904762,0.3849600701819279,0.25,1.0,0.4161586807030523,-0.926184831360428,pair_product,be_me|beta_60m
21,2,pair_product__be_me__niq_su,pair_product__be_me__rvol_21d,1.0,0.12142857142857144,0.3710504868686867,0.25,0.5,0.40421009737373736,-1.0523756656846337,pair_product,be_me|rvol_21d
21,3,pair_product__be_me__niq_su,pair_product__turnover_126d__niq_su,1.0,0.5285714285714286,0.6153743724357261,0.25,0.3333333333333333,0.5789082078204786,0.7926380656127059,pair_product,turnover_126d|niq_su
21,4,pair_product__be_me__niq_su,pair_product__ret_12_1__be_me,1.0,0.8357142857142856,0.30573487173210023,0.25,0.25,0.61614697434642,1.1859224314323547,pair_product,ret_12_1|be_me
22,1,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__z_score,1.0,0.9714285714285714,0.0,0.5,1.0,0.715,0.5542971147332305,pair_product,ret_6_1|z_score
22,2,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__ocf_at,1.0,0.7357142857142858,0.3127728257430217,0.75,0.5,0.6825545651486044,-0.13900081227900293,pair_product,ret_6_1|ocf_at
22,3,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__gp_at,1.0,0.7738095238095238,0.0,0.75,0.3333333333333333,0.6166666666666667,-1.5469012963360065,pair_product,ret_6_1|gp_at
22,4,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__beta_60m,1.0,0.9142857142857144,0.42258626271848765,0.75,0.25,0.7420172525436975,1.1316049938817765,pair_product,ret_6_1|beta_60m
23,1,pair_mean__ret_1_0__be_me,pair_mean__be_me__z_score,1.0,0.030952380952380953,0.3472353075473783,0.25,1.0,0.417780394842809,-1.1853711833981038,pair_mean,be_me|z_score
23,2,pair_mean__ret_1_0__be_me,pair_product__ret_1_0__niq_su,1.0,0.02619047619047619,0.6968909346243716,0.75,0.5,0.511044853591541,-0.4901179122706101,pair_product,ret_1_0|niq_su
23,3,pair_mean__ret_1_0__be_me,pair_product__ret_1_0__ret_3_1,1.0,0.7666666666666666,0.8375374026979276,0.75,0.3333333333333333,0.7816741472062522,1.5273269340611566,pair_product,ret_1_0|ret_3_1
23,4,pair_mean__ret_1_0__be_me,pair_product__be_me__ocf_at,1.0,0.7404761904761905,0.0,0.75,0.25,0.5966666666666667,0.14816216160755782,pair_product,be_me|ocf_at
24,1,pair_product__z_score__niq_su,pair_product__z_score__beta_60m,1.0,0.026190476190476188,0.31458884429312206,0.25,1.0,0.4095844355252911,-0.8455807112734749,pair_product,z_score|beta_60m
24,2,pair_product__z_score__niq_su,pair_mean__z_score__rvol_21d,1.0,0.20476190476190476,0.259750670784645,0.75,0.5,0.48611680082359565,1.0922050789635676,pair_mean,z_score|rvol_21d
24,3,pair_product__z_score__niq_su,pair_difference__z_score__niq_su,1.0,0.10238095238095238,0.2692227545915429,0.5,0.3333333333333333,0.39801121758497526,-1.1386125179430813,pair_difference,z_score|niq_su
24,4,pair_product__z_score__niq_su,pair_product__ocf_at__niq_su,1.0,0.4,0.3785464164130229,0.25,0.25,0.4782092832826046,0.8919881502529885,pair_product,ocf_at|niq_su
25,1,pair_difference__ret_6_1__z_score,pair_difference__ret_6_1__ocf_at,1.0,0.7523809523809524,0.1751414983472518,0.25,1.0,0.6358616330027836,-0.7974815693703604,pair_difference,ret_6_1|ocf_at
25,2,pair_difference__ret_6_1__z_score,pair_mean__ret_1_0__ret_6_1,1.0,0.7666666666666667,0.0,0.75,0.5,0.6308333333333334,-0.9236978265114425,pair_mean,ret_1_0|ret_6_1
25,3,pair_difference__ret_6_1__z_score,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.4816714276193439,0.75,0.3333333333333333,0.7305009521905353,1.578077055114741,pair_product,ret_1_0|ret_6_1
25,4,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__be_me,1.0,0.9595238095238096,0.0,0.75,0.25,0.6733333333333333,0.14310234076705639,pair_product,ret_6_1|be_me
26,1,pair_product__ret_6_1__be_me,pair_mean__ret_6_1__beta_60m,1.0,0.24761904761904763,0.2559663352790553,0.75,1.0,0.5503599337224777,-0.36555824526829994,pair_mean,ret_6_1|beta_60m
26,2,pair_product__ret_6_1__be_me,pair_product__ret_6_1__rvol_21d,1.0,0.8928571428571428,0.3039435222567072,0.25,0.5,0.6607887044513414,1.2592026961833822,pair_product,ret_6_1|rvol_21d
26,3,pair_product__ret_6_1__be_me,pair_mean__ret_6_1__ret_12_1,1.0,0.638095238095238,0.2079578120465504,0.75,0.3333333333333333,0.6107582290759768,0.5230941464310861,pair_mean,ret_6_1|ret_12_1
26,4,pair_product__ret_6_1__be_me,pair_mean__be_me__gp_at,1.0,0.09285714285714286,0.5445761807355245,0.75,0.25,0.4789152361471049,-1.4167385973461708,pair_mean,be_me|gp_at
27,1,pair_product__be_me__niq_su,pair_difference__be_me__turnover_126d,1.0,0.30714285714285716,0.1923963900688559,0.75,1.0,0.5584792780137712,0.9429902706956943,pair_difference,be_me|turnover_126d
27,2,pair_product__be_me__niq_su,pair_product__z_score__niq_su,1.0,0.5523809523809524,0.0,0.25,0.5,0.48083333333333333,-1.5388474615815164,pair_product,z_score|niq_su
27,3,pair_product__be_me__niq_su,pair_product__ret_1_0__be_me,1.0,0.41428571428571426,0.695480943284899,0.25,0.3333333333333333,0.5549295219903131,0.8295275718302871,pair_product,ret_1_0|be_me
27,4,pair_product__be_me__niq_su,pair_product__be_me__ocf_at,1.0,0.7404761904761905,0.0,0.25,0.25,0.5216666666666667,-0.2336703809444686,pair_product,be_me|ocf_at
28,1,pair_product__be_me__ocf_at,pair_product__be_me__z_score,1.0,0.6738095238095239,0.19490579096855842,0.25,1.0,0.6123144915270451,1.0726281114806644,pair_product,be_me|z_score
28,2,pair_product__be_me__ocf_at,pair_product__ocf_at__turnover_126d,1.0,0.5380952380952381,0.3524110032115585,0.25,0.5,0.546315533975645,0.25410274981903896,pair_product,ocf_at|turnover_126d
28,3,pair_product__be_me__ocf_at,pair_product__be_me__rvol_21d,1.0,0.12142857142857144,0.40158179997295795,0.25,0.3333333333333333,0.39364969332792493,-1.63927355589354,pair_product,be_me|rvol_21d
28,4,pair_product__be_me__ocf_at,pair_product__be_me__turnover_126d,1.0,0.5571428571428572,0.4676381825706365,0.25,0.25,0.5510276365141273,0.31254269459383455,pair_product,be_me|turnover_126d
29,1,pair_difference__z_score__rvol_21d,pair_product__rvol_21d__turnover_126d,1.0,0.06190476190476191,0.6185408382259139,0.75,1.0,0.5578748343118495,0.4532294528050288,pair_product,rvol_21d|turnover_126d
29,2,pair_difference__z_score__rvol_21d,pair_product__ocf_at__rvol_21d,1.0,0.6452380952380952,0.0,0.75,0.5,0.5883333333333333,1.1456863935652581,pair_product,ocf_at|rvol_21d
29,3,pair_difference__z_score__rvol_21d,pair_product__be_me__rvol_21d,1.0,0.12142857142857144,0.40158179997295795,0.75,0.3333333333333333,0.46864969332792494,-1.5752542266123002,pair_product,be_me|rvol_21d
29,4,pair_difference__z_score__rvol_21d,pair_product__gp_at__rvol_21d,1.0,0.4285714285714286,0.24699121485822928,0.75,0.25,0.5368982429716459,-0.023661619757984313,pair_product,gp_at|rvol_21d
30,1,pair_product__ret_6_1__beta_60m,pair_product__beta_60m__niq_su,1.0,0.46190476190476193,0.5366307777545876,0.25,1.0,0.6064928222175842,0.9992624439300911,pair_product,beta_60m|niq_su
30,2,pair_product__ret_6_1__beta_60m,pair_difference__ret_6_1__turnover_126d,1.0,0.4785714285714286,0.2042844626254663,0.75,0.5,0.5708568925250933,0.5203019242742215,pair_difference,ret_6_1|turnover_126d
30,3,pair_product__ret_6_1__beta_60m,pair_product__ret_6_1__gp_at,1.0,0.7738095238095238,0.0,0.25,0.3333333333333333,0.5416666666666666,0.12797412851671977,pair_product,ret_6_1|gp_at
30,4,pair_product__ret_6_1__beta_60m,pair_product__ret_1_0__beta_60m,1.0,0.08809523809523809,0.5811524855963468,0.25,0.25,0.4095638304526027,-1.6475384967210294,pair_product,ret_1_0|beta_60m
31,1,pair_product__ret_6_1__beta_60m,pair_mean__ret_6_1__niq_su,1.0,0.09285714285714286,0.2444742809909155,0.75,1.0,0.49389485619818313,-0.1338376946785454,pair_mean,ret_6_1|niq_su
31,2,pair_product__ret_6_1__beta_60m,pair_product__ret_6_1__z_score,1.0,0.9714285714285714,0.0,0.25,0.5,0.6275,1.3136237242618745,pair_product,ret_6_1|z_score
31,3,pair_product__ret_6_1__beta_60m,pair_product__ret_3_1__ret_6_1,1.0,0.011904761904761904,0.47632879889412116,0.25,0.3333333333333333,0.37026575977882425,-1.4732198639079743,pair_product,ret_3_1|ret_6_1
31,4,pair_product__ret_6_1__beta_60m,pair_product__ret_6_1__gp_at,1.0,0.7738095238095238,0.0,0.25,0.25,0.5333333333333333,0.2934338343246481,pair_product,ret_6_1|gp_at
32,1,pair_product__ret_6_1__z_score,pair_mean__ret_12_1__z_score,1.0,0.9190476190476191,0.0,0.75,1.0,0.7341666666666666,1.358128780693576,pair_mean,ret_12_1|z_score
32,2,pair_product__ret_6_1__z_score,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.0,0.25,0.5,0.5758333333333333,-0.2914729119806932,pair_product,ret_1_0|ret_6_1
32,3,pair_product__ret_6_1__z_score,pair_mean__z_score__rvol_21d,1.0,0.20476190476190476,0.259750670784645,0.75,0.3333333333333333,0.469450134156929,-1.3998302094554333,pair_mean,z_score|rvol_21d
32,4,pair_product__ret_6_1__z_score,pair_product__ret_6_1__rvol_21d,1.0,0.8928571428571428,0.3039435222567072,0.25,0.25,0.6357887044513414,0.33317434074254976,pair_product,ret_6_1|rvol_21d
33,1,pair_product__z_score__niq_su,pair_product__rvol_21d__niq_su,1.0,0.48571428571428577,0.4490804832252834,0.25,1.0,0.5973160966450567,0.8929483054388933,pair_product,rvol_21d|niq_su
33,2,pair_product__z_score__niq_su,pair_product__ret_6_1__niq_su,1.0,0.3047619047619048,0.6768879583066114,0.25,0.5,0.529544258327989,-0.11816531456544915,pair_product,ret_6_1|niq_su
33,3,pair_product__z_score__niq_su,pair_product__ret_12_1__niq_su,1.0,0.6404761904761904,0.48525136958055204,0.25,0.3333333333333333,0.5920502739161104,0.8143855098296569,pair_product,ret_12_1|niq_su
33,4,pair_product__z_score__niq_su,pair_product__z_score__rvol_21d,1.0,0.2857142857142857,0.34223717925906183,0.25,0.25,0.4309474358518124,-1.5891685007031027,pair_product,z_score|rvol_21d
34,1,pair_product__ret_6_1__beta_60m,pair_product__beta_60m__turnover_126d,1.0,0.21904761904761905,0.5620923697842803,0.25,1.0,0.5265851406235228,-0.4060136929489419,pair_product,beta_60m|turnover_126d
34,2,pair_product__ret_6_1__beta_60m,pair_product__ret_6_1__turnover_126d,1.0,0.8928571428571428,0.0,0.25,0.5,0.6,0.37081827635253845,pair_product,ret_6_1|turnover_126d
34,3,pair_product__ret_6_1__beta_60m,pair_mean__rvol_21d__beta_60m,1.0,0.0642857142857143,0.34897862909038224,0.75,0.3333333333333333,0.4381290591514098,-1.3420028448765533,pair_mean,rvol_21d|beta_60m
