version,table_label,printed_numeric_unit,source_document_recovered,author_native_experiment_executed,published_result_regenerated,paper_result_credit,blocking_reason
v1,tab:summary,39,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,40,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,41,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,42,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,43,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,44,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,45,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,46,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,47,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,48,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,49,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,50,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,51,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,52,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,53,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:summary,54,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,1,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,2,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,3,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,4,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,5,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,6,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,7,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,8,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,9,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,10,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,11,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,12,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,13,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,14,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,15,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,16,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,17,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,18,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,19,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,20,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,21,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,22,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,23,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,24,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,25,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,26,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run4_metrics,27,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,1,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,2,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,3,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,4,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,5,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,6,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,7,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,8,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,9,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,10,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,11,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,12,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,13,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,14,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,15,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,16,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,17,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,18,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,19,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,20,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,21,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,22,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,23,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,24,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,25,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,26,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,27,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,28,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,29,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,30,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,31,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,32,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,33,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,34,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,35,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,36,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,37,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,38,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:run5_metrics,39,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,1,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,2,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,3,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,4,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,5,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,6,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,7,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,8,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,9,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,10,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,11,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,12,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,13,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,14,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,15,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,16,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,17,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,18,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,19,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,20,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,21,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,22,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,23,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,24,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,25,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,26,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,27,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,28,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,29,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,30,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,31,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,32,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,33,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,34,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,35,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,36,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,37,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,38,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,39,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,40,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,41,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:hyperparam_results,42,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,1,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,2,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,3,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,4,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,5,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,6,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,7,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,8,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,9,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,10,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,11,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,12,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,13,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,14,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,15,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,16,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,17,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,18,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,19,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:model_stats,20,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,1,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,2,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,3,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
