lineage_id,paper_table,mapping,v1_row_index,v1_metric,v1_value,v3_row_index,v3_metric,v3_value,same_numeric_display_value,AR_to_AER_semantic_relabel,current_v3_AR_header_conflicts_with_AER_definition,status,native_reproduction_credit
same_table_cell_ordinal/v1/ablation/row1/LightGBM_AR->v3/ablation/row1/LightGBM_AER,ablation,same_table_cell_ordinal,1,LightGBM_AR,0.0868,1,LightGBM_AER,0.0868,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row1/LightGBM_IR->v3/ablation/row1/LightGBM_IR,ablation,same_table_cell_ordinal,1,LightGBM_IR,0.9337,1,LightGBM_IR,0.9337,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row1/MLP_IC->v3/ablation/row1/MLP_IC,ablation,same_table_cell_ordinal,1,MLP_IC,0.0452,1,MLP_IC,0.0452,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row1/MLP_RankIC->v3/ablation/row1/MLP_RankIC,ablation,same_table_cell_ordinal,1,MLP_RankIC,0.0435,1,MLP_RankIC,0.0435,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row1/MLP_AR->v3/ablation/row1/MLP_AER,ablation,same_table_cell_ordinal,1,MLP_AR,0.0945,1,MLP_AER,0.0945,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row1/MLP_IR->v3/ablation/row1/MLP_IR,ablation,same_table_cell_ordinal,1,MLP_IR,1.0348,1,MLP_IR,1.0348,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row2/LightGBM_IC->v3/ablation/row2/LightGBM_IC,ablation,same_table_cell_ordinal,2,LightGBM_IC,0.0409,2,LightGBM_IC,0.0409,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row2/LightGBM_RankIC->v3/ablation/row2/LightGBM_RankIC,ablation,same_table_cell_ordinal,2,LightGBM_RankIC,0.0374,2,LightGBM_RankIC,0.0374,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row2/LightGBM_AR->v3/ablation/row2/LightGBM_AER,ablation,same_table_cell_ordinal,2,LightGBM_AR,0.0941,2,LightGBM_AER,0.0941,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row2/LightGBM_IR->v3/ablation/row2/LightGBM_IR,ablation,same_table_cell_ordinal,2,LightGBM_IR,0.9775,2,LightGBM_IR,0.9775,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row2/MLP_IC->v3/ablation/row2/MLP_IC,ablation,same_table_cell_ordinal,2,MLP_IC,0.0400,2,MLP_IC,0.0400,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row2/MLP_RankIC->v3/ablation/row2/MLP_RankIC,ablation,same_table_cell_ordinal,2,MLP_RankIC,0.0376,2,MLP_RankIC,0.0376,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row2/MLP_AR->v3/ablation/row2/MLP_AER,ablation,same_table_cell_ordinal,2,MLP_AR,0.0935,2,MLP_AER,0.0935,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row2/MLP_IR->v3/ablation/row2/MLP_IR,ablation,same_table_cell_ordinal,2,MLP_IR,1.0010,2,MLP_IR,1.0010,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row3/LightGBM_IC->v3/ablation/row3/LightGBM_IC,ablation,same_table_cell_ordinal,3,LightGBM_IC,0.0501,3,LightGBM_IC,0.0501,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row3/LightGBM_RankIC->v3/ablation/row3/LightGBM_RankIC,ablation,same_table_cell_ordinal,3,LightGBM_RankIC,0.0476,3,LightGBM_RankIC,0.0476,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row3/LightGBM_AR->v3/ablation/row3/LightGBM_AER,ablation,same_table_cell_ordinal,3,LightGBM_AR,0.1003,3,LightGBM_AER,0.1003,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row3/LightGBM_IR->v3/ablation/row3/LightGBM_IR,ablation,same_table_cell_ordinal,3,LightGBM_IR,1.0106,3,LightGBM_IR,1.0106,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row3/MLP_IC->v3/ablation/row3/MLP_IC,ablation,same_table_cell_ordinal,3,MLP_IC,0.0486,3,MLP_IC,0.0486,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row3/MLP_RankIC->v3/ablation/row3/MLP_RankIC,ablation,same_table_cell_ordinal,3,MLP_RankIC,0.0462,3,MLP_RankIC,0.0462,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row3/MLP_AR->v3/ablation/row3/MLP_AER,ablation,same_table_cell_ordinal,3,MLP_AR,0.1023,3,MLP_AER,0.1023,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row3/MLP_IR->v3/ablation/row3/MLP_IR,ablation,same_table_cell_ordinal,3,MLP_IR,1.0462,3,MLP_IR,1.0462,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row4/LightGBM_IC->v3/ablation/row4/LightGBM_IC,ablation,same_table_cell_ordinal,4,LightGBM_IC,0.0492,4,LightGBM_IC,0.0492,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row4/LightGBM_RankIC->v3/ablation/row4/LightGBM_RankIC,ablation,same_table_cell_ordinal,4,LightGBM_RankIC,0.0457,4,LightGBM_RankIC,0.0457,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row4/LightGBM_AR->v3/ablation/row4/LightGBM_AER,ablation,same_table_cell_ordinal,4,LightGBM_AR,0.1063,4,LightGBM_AER,0.1063,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row4/LightGBM_IR->v3/ablation/row4/LightGBM_IR,ablation,same_table_cell_ordinal,4,LightGBM_IR,1.1062,4,LightGBM_IR,1.1062,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row4/MLP_IC->v3/ablation/row4/MLP_IC,ablation,same_table_cell_ordinal,4,MLP_IC,0.0489,4,MLP_IC,0.0489,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row4/MLP_RankIC->v3/ablation/row4/MLP_RankIC,ablation,same_table_cell_ordinal,4,MLP_RankIC,0.0462,4,MLP_RankIC,0.0462,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row4/MLP_AR->v3/ablation/row4/MLP_AER,ablation,same_table_cell_ordinal,4,MLP_AR,0.1185,4,MLP_AER,0.1185,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row4/MLP_IR->v3/ablation/row4/MLP_IR,ablation,same_table_cell_ordinal,4,MLP_IR,1.2556,4,MLP_IR,1.2556,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row5/LightGBM_IC->v3/ablation/row5/LightGBM_IC,ablation,same_table_cell_ordinal,5,LightGBM_IC,0.0495,5,LightGBM_IC,0.0495,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row5/LightGBM_RankIC->v3/ablation/row5/LightGBM_RankIC,ablation,same_table_cell_ordinal,5,LightGBM_RankIC,0.0462,5,LightGBM_RankIC,0.0462,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row5/LightGBM_AR->v3/ablation/row5/LightGBM_AER,ablation,same_table_cell_ordinal,5,LightGBM_AR,0.1030,5,LightGBM_AER,0.1030,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row5/LightGBM_IR->v3/ablation/row5/LightGBM_IR,ablation,same_table_cell_ordinal,5,LightGBM_IR,1.0331,5,LightGBM_IR,1.0331,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row5/MLP_IC->v3/ablation/row5/MLP_IC,ablation,same_table_cell_ordinal,5,MLP_IC,0.0491,5,MLP_IC,0.0491,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row5/MLP_RankIC->v3/ablation/row5/MLP_RankIC,ablation,same_table_cell_ordinal,5,MLP_RankIC,0.0465,5,MLP_RankIC,0.0465,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row5/MLP_AR->v3/ablation/row5/MLP_AER,ablation,same_table_cell_ordinal,5,MLP_AR,0.1093,5,MLP_AER,0.1093,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row5/MLP_IR->v3/ablation/row5/MLP_IR,ablation,same_table_cell_ordinal,5,MLP_IR,1.1773,5,MLP_IR,1.1773,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row6/LightGBM_IC->v3/ablation/row6/LightGBM_IC,ablation,same_table_cell_ordinal,6,LightGBM_IC,0.0515,6,LightGBM_IC,0.0515,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row6/LightGBM_RankIC->v3/ablation/row6/LightGBM_RankIC,ablation,same_table_cell_ordinal,6,LightGBM_RankIC,0.0479,6,LightGBM_RankIC,0.0479,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row6/LightGBM_AR->v3/ablation/row6/LightGBM_AER,ablation,same_table_cell_ordinal,6,LightGBM_AR,0.1075,6,LightGBM_AER,0.1075,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row6/LightGBM_IR->v3/ablation/row6/LightGBM_IR,ablation,same_table_cell_ordinal,6,LightGBM_IR,1.1121,6,LightGBM_IR,1.1121,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row6/MLP_IC->v3/ablation/row6/MLP_IC,ablation,same_table_cell_ordinal,6,MLP_IC,0.0503,6,MLP_IC,0.0503,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row6/MLP_RankIC->v3/ablation/row6/MLP_RankIC,ablation,same_table_cell_ordinal,6,MLP_RankIC,0.0478,6,MLP_RankIC,0.0478,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row6/MLP_AR->v3/ablation/row6/MLP_AER,ablation,same_table_cell_ordinal,6,MLP_AR,0.1166,6,MLP_AER,0.1166,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row6/MLP_IR->v3/ablation/row6/MLP_IR,ablation,same_table_cell_ordinal,6,MLP_IR,1.2127,6,MLP_IR,1.2127,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row7/LightGBM_IC->v3/ablation/row7/LightGBM_IC,ablation,same_table_cell_ordinal,7,LightGBM_IC,0.0549,7,LightGBM_IC,0.0549,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row7/LightGBM_RankIC->v3/ablation/row7/LightGBM_RankIC,ablation,same_table_cell_ordinal,7,LightGBM_RankIC,0.0512,7,LightGBM_RankIC,0.0512,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row7/LightGBM_AR->v3/ablation/row7/LightGBM_AER,ablation,same_table_cell_ordinal,7,LightGBM_AR,0.1107,7,LightGBM_AER,0.1107,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row7/LightGBM_IR->v3/ablation/row7/LightGBM_IR,ablation,same_table_cell_ordinal,7,LightGBM_IR,1.1792,7,LightGBM_IR,1.1792,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row7/MLP_IC->v3/ablation/row7/MLP_IC,ablation,same_table_cell_ordinal,7,MLP_IC,0.0522,7,MLP_IC,0.0522,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row7/MLP_RankIC->v3/ablation/row7/MLP_RankIC,ablation,same_table_cell_ordinal,7,MLP_RankIC,0.0503,7,MLP_RankIC,0.0503,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/ablation/row7/MLP_AR->v3/ablation/row7/MLP_AER,ablation,same_table_cell_ordinal,7,MLP_AR,0.1234,7,MLP_AER,0.1234,True,True,False,v1_AR_relabelled_as_v3_AER_same_numeric_value,False
same_table_cell_ordinal/v1/ablation/row7/MLP_IR->v3/ablation/row7/MLP_IR,ablation,same_table_cell_ordinal,7,MLP_IR,1.2712,7,MLP_IR,1.2712,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row0/IC->v3/leakage/row0/IC,leakage,same_table_cell_ordinal,0,IC,0.0126,0,IC,0.0126,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row0/RankIC->v3/leakage/row0/RankIC,leakage,same_table_cell_ordinal,0,RankIC,0.0179,0,RankIC,0.0179,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row0/IR->v3/leakage/row0/IR,leakage,same_table_cell_ordinal,0,IR,0.095,0,IR,0.095,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row0/RankIR->v3/leakage/row0/RankIR,leakage,same_table_cell_ordinal,0,RankIR,0.148,0,RankIR,0.148,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row1/IC->v3/leakage/row1/IC,leakage,same_table_cell_ordinal,1,IC,0.0130,1,IC,0.0130,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row1/RankIC->v3/leakage/row1/RankIC,leakage,same_table_cell_ordinal,1,RankIC,0.0242,1,RankIC,0.0242,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row1/IR->v3/leakage/row1/IR,leakage,same_table_cell_ordinal,1,IR,0.097,1,IR,0.097,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row1/RankIR->v3/leakage/row1/RankIR,leakage,same_table_cell_ordinal,1,RankIR,0.168,1,RankIR,0.168,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row2/IC->v3/leakage/row2/IC,leakage,same_table_cell_ordinal,2,IC,0.0125,2,IC,0.0125,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row2/RankIC->v3/leakage/row2/RankIC,leakage,same_table_cell_ordinal,2,RankIC,0.0231,2,RankIC,0.0231,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row2/IR->v3/leakage/row2/IR,leakage,same_table_cell_ordinal,2,IR,0.094,2,IR,0.094,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row2/RankIR->v3/leakage/row2/RankIR,leakage,same_table_cell_ordinal,2,RankIR,0.180,2,RankIR,0.180,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row3/IC->v3/leakage/row3/IC,leakage,same_table_cell_ordinal,3,IC,0.0122,3,IC,0.0122,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row3/RankIC->v3/leakage/row3/RankIC,leakage,same_table_cell_ordinal,3,RankIC,0.0223,3,RankIC,0.0223,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row3/IR->v3/leakage/row3/IR,leakage,same_table_cell_ordinal,3,IR,0.087,3,IR,0.087,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row3/RankIR->v3/leakage/row3/RankIR,leakage,same_table_cell_ordinal,3,RankIR,0.145,3,RankIR,0.145,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row4/IC->v3/leakage/row4/IC,leakage,same_table_cell_ordinal,4,IC,0.0527,4,IC,0.0527,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row4/RankIC->v3/leakage/row4/RankIC,leakage,same_table_cell_ordinal,4,RankIC,0.0714,4,RankIC,0.0714,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row4/IR->v3/leakage/row4/IR,leakage,same_table_cell_ordinal,4,IR,0.368,4,IR,0.368,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/leakage/row4/RankIR->v3/leakage/row4/RankIR,leakage,same_table_cell_ordinal,4,RankIR,0.467,4,RankIR,0.467,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha10_IC->v3/csi300_lightgbm/row0/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,0,alpha10_IC,0.0165,0,alpha10_IC,0.0165,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha10_RankIC->v3/csi300_lightgbm/row0/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,0,alpha10_RankIC,0.0148,0,alpha10_RankIC,0.0148,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha10_AR->v3/csi300_lightgbm/row0/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,0,alpha10_AR,0.0138,0,alpha10_AR,0.0138,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha10_IR->v3/csi300_lightgbm/row0/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,0,alpha10_IR,0.1717,0,alpha10_IR,0.1717,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha50_IC->v3/csi300_lightgbm/row0/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,0,alpha50_IC,0.0248,0,alpha50_IC,0.0248,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha50_RankIC->v3/csi300_lightgbm/row0/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,0,alpha50_RankIC,0.0246,0,alpha50_RankIC,0.0246,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha50_AR->v3/csi300_lightgbm/row0/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,0,alpha50_AR,0.0570,0,alpha50_AR,0.0570,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha50_IR->v3/csi300_lightgbm/row0/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,0,alpha50_IR,0.6777,0,alpha50_IR,0.6777,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha100_IC->v3/csi300_lightgbm/row0/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,0,alpha100_IC,0.0319,0,alpha100_IC,0.0319,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha100_RankIC->v3/csi300_lightgbm/row0/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,0,alpha100_RankIC,0.0288,0,alpha100_RankIC,0.0288,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha100_AR->v3/csi300_lightgbm/row0/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,0,alpha100_AR,0.0716,0,alpha100_AR,0.0716,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row0/alpha100_IR->v3/csi300_lightgbm/row0/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,0,alpha100_IR,0.7222,0,alpha100_IR,0.7222,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha10_IC->v3/csi300_lightgbm/row1/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,1,alpha10_IC,0.0079,1,alpha10_IC,0.0079,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha10_RankIC->v3/csi300_lightgbm/row1/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,1,alpha10_RankIC,0.0090,1,alpha10_RankIC,0.0090,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha10_AR->v3/csi300_lightgbm/row1/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,1,alpha10_AR,0.0434,1,alpha10_AR,0.0434,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha10_IR->v3/csi300_lightgbm/row1/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,1,alpha10_IR,0.6125,1,alpha10_IR,0.6125,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha50_IC->v3/csi300_lightgbm/row1/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,1,alpha50_IC,0.0174,1,alpha50_IC,0.0174,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha50_RankIC->v3/csi300_lightgbm/row1/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,1,alpha50_RankIC,0.0178,1,alpha50_RankIC,0.0178,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha50_AR->v3/csi300_lightgbm/row1/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,1,alpha50_AR,-0.0569,1,alpha50_AR,-0.0569,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha50_IR->v3/csi300_lightgbm/row1/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,1,alpha50_IR,-0.6460,1,alpha50_IR,-0.6460,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha100_IC->v3/csi300_lightgbm/row1/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,1,alpha100_IC,0.0246,1,alpha100_IC,0.0246,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha100_RankIC->v3/csi300_lightgbm/row1/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,1,alpha100_RankIC,0.0247,1,alpha100_RankIC,0.0247,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha100_AR->v3/csi300_lightgbm/row1/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,1,alpha100_AR,-0.0090,1,alpha100_AR,-0.0090,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row1/alpha100_IR->v3/csi300_lightgbm/row1/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,1,alpha100_IR,-0.1069,1,alpha100_IR,-0.1069,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row2/alpha10_IC->v3/csi300_lightgbm/row2/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,2,alpha10_IC,0.0443,2,alpha10_IC,0.0443,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row2/alpha10_RankIC->v3/csi300_lightgbm/row2/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,2,alpha10_RankIC,0.0411,2,alpha10_RankIC,0.0411,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row2/alpha10_AR->v3/csi300_lightgbm/row2/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,2,alpha10_AR,0.0119,2,alpha10_AR,0.0119,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row2/alpha10_IR->v3/csi300_lightgbm/row2/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,2,alpha10_IR,0.1335,2,alpha10_IR,0.1335,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row2/alpha50_IC->v3/csi300_lightgbm/row2/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,2,alpha50_IC,0.0388,2,alpha50_IC,0.0388,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row2/alpha50_RankIC->v3/csi300_lightgbm/row2/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,2,alpha50_RankIC,0.0378,2,alpha50_RankIC,0.0378,True,False,False,unchanged_between_v1_v3,False
