paper_version,paper_table,display_cell_id,row_index,row_label,result_position,metric,paper_value,native_reproduced_value,native_alpha_jungle_result_credit,paper_result_credit,status
v1,ablation,v1/ablation/row6/LightGBM_RankIC,6,MCTS | | | | |,1,LightGBM_RankIC,0.0479,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row6/LightGBM_AR,6,MCTS | | | | |,2,LightGBM_AR,0.1075,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row6/LightGBM_IR,6,MCTS | | | | |,3,LightGBM_IR,1.1121,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row6/MLP_IC,6,MCTS | | | | |,4,MLP_IC,0.0503,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row6/MLP_RankIC,6,MCTS | | | | |,5,MLP_RankIC,0.0478,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row6/MLP_AR,6,MCTS | | | | |,6,MLP_AR,0.1166,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row6/MLP_IR,6,MCTS | | | | |,7,MLP_IR,1.2127,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/LightGBM_IC,7,MCTS+FSA | | | | |,0,LightGBM_IC,0.0549,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/LightGBM_RankIC,7,MCTS+FSA | | | | |,1,LightGBM_RankIC,0.0512,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/LightGBM_AR,7,MCTS+FSA | | | | |,2,LightGBM_AR,0.1107,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/LightGBM_IR,7,MCTS+FSA | | | | |,3,LightGBM_IR,1.1792,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/MLP_IC,7,MCTS+FSA | | | | |,4,MLP_IC,0.0522,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/MLP_RankIC,7,MCTS+FSA | | | | |,5,MLP_RankIC,0.0503,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/MLP_AR,7,MCTS+FSA | | | | |,6,MLP_AR,0.1234,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,ablation,v1/ablation/row7/MLP_IR,7,MCTS+FSA | | | | |,7,MLP_IR,1.2712,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row0/LR_IC,0,CSI300 | 10 | Alpha158,0,LR_IC,0.0280,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row0/LR_RankIC,0,CSI300 | 10 | Alpha158,1,LR_RankIC,0.0257,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row0/LightGBM_IC,0,CSI300 | 10 | Alpha158,2,LightGBM_IC,0.0386,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row0/LightGBM_RankIC,0,CSI300 | 10 | Alpha158,3,LightGBM_RankIC,0.0377,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row0/MLP_IC,0,CSI300 | 10 | Alpha158,4,MLP_IC,0.0337,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row0/MLP_RankIC,0,CSI300 | 10 | Alpha158,5,MLP_RankIC,0.0329,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row1/LR_IC,1,| | Alpha360,0,LR_IC,0.0144,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row1/LR_RankIC,1,| | Alpha360,1,LR_RankIC,0.0169,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row1/LightGBM_IC,1,| | Alpha360,2,LightGBM_IC,0.0061,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row1/LightGBM_RankIC,1,| | Alpha360,3,LightGBM_RankIC,-0.0096,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row1/MLP_IC,1,| | Alpha360,4,MLP_IC,0.0153,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row1/MLP_RankIC,1,| | Alpha360,5,MLP_RankIC,0.0231,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row2/LR_IC,2,| | Ours(100),0,LR_IC,0.0325,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row2/LR_RankIC,2,| | Ours(100),1,LR_RankIC,0.0303,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row2/LightGBM_IC,2,| | Ours(100),2,LightGBM_IC,0.0420,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row2/LightGBM_RankIC,2,| | Ours(100),3,LightGBM_RankIC,0.0395,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row2/MLP_IC,2,| | Ours(100),4,MLP_IC,0.0422,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row2/MLP_RankIC,2,| | Ours(100),5,MLP_RankIC,0.0408,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row3/LR_IC,3,(lr) 2-9 | 30 | Alpha158,0,LR_IC,0.0147,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row3/LR_RankIC,3,(lr) 2-9 | 30 | Alpha158,1,LR_RankIC,0.0140,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row3/LightGBM_IC,3,(lr) 2-9 | 30 | Alpha158,2,LightGBM_IC,0.0028,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row3/LightGBM_RankIC,3,(lr) 2-9 | 30 | Alpha158,3,LightGBM_RankIC,0.0103,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row3/MLP_IC,3,(lr) 2-9 | 30 | Alpha158,4,MLP_IC,0.0036,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row3/MLP_RankIC,3,(lr) 2-9 | 30 | Alpha158,5,MLP_RankIC,0.0036,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row4/LR_IC,4,| | Alpha360,0,LR_IC,-0.0069,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row4/LR_RankIC,4,| | Alpha360,1,LR_RankIC,-0.0072,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row4/LightGBM_IC,4,| | Alpha360,2,LightGBM_IC,-0.0539,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row4/LightGBM_RankIC,4,| | Alpha360,3,LightGBM_RankIC,-0.0702,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row4/MLP_IC,4,| | Alpha360,4,MLP_IC,0.0235,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row4/MLP_RankIC,4,| | Alpha360,5,MLP_RankIC,0.0340,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row5/LR_IC,5,| | Ours(100),0,LR_IC,0.0373,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row5/LR_RankIC,5,| | Ours(100),1,LR_RankIC,0.0359,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row5/LightGBM_IC,5,| | Ours(100),2,LightGBM_IC,0.0417,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row5/LightGBM_RankIC,5,| | Ours(100),3,LightGBM_RankIC,0.0401,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row5/MLP_IC,5,| | Ours(100),4,MLP_IC,0.0423,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row5/MLP_RankIC,5,| | Ours(100),5,MLP_RankIC,0.0424,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row6/LR_IC,6,CSI1000 | 10 | Alpha158,0,LR_IC,0.0395,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row6/LR_RankIC,6,CSI1000 | 10 | Alpha158,1,LR_RankIC,0.0548,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row6/LightGBM_IC,6,CSI1000 | 10 | Alpha158,2,LightGBM_IC,0.0610,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row6/LightGBM_RankIC,6,CSI1000 | 10 | Alpha158,3,LightGBM_RankIC,0.0627,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row6/MLP_IC,6,CSI1000 | 10 | Alpha158,4,MLP_IC,0.0520,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row6/MLP_RankIC,6,CSI1000 | 10 | Alpha158,5,MLP_RankIC,0.0567,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row7/LR_IC,7,| | Alpha360,0,LR_IC,0.0385,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row7/LR_RankIC,7,| | Alpha360,1,LR_RankIC,0.0586,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row7/LightGBM_IC,7,| | Alpha360,2,LightGBM_IC,0.0636,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row7/LightGBM_RankIC,7,| | Alpha360,3,LightGBM_RankIC,0.0642,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row7/MLP_IC,7,| | Alpha360,4,MLP_IC,0.0550,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row7/MLP_RankIC,7,| | Alpha360,5,MLP_RankIC,0.0608,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row8/LR_IC,8,| | Ours(100),0,LR_IC,0.0589,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row8/LR_RankIC,8,| | Ours(100),1,LR_RankIC,0.0554,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row8/LightGBM_IC,8,| | Ours(100),2,LightGBM_IC,0.0804,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row8/LightGBM_RankIC,8,| | Ours(100),3,LightGBM_RankIC,0.0729,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row8/MLP_IC,8,| | Ours(100),4,MLP_IC,0.0662,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row8/MLP_RankIC,8,| | Ours(100),5,MLP_RankIC,0.0618,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row9/LR_IC,9,(lr) 2-9 | 30 | Alpha158,0,LR_IC,0.0512,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row9/LR_RankIC,9,(lr) 2-9 | 30 | Alpha158,1,LR_RankIC,0.0507,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row9/LightGBM_IC,9,(lr) 2-9 | 30 | Alpha158,2,LightGBM_IC,0.0490,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row9/LightGBM_RankIC,9,(lr) 2-9 | 30 | Alpha158,3,LightGBM_RankIC,0.0654,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row9/MLP_IC,9,(lr) 2-9 | 30 | Alpha158,4,MLP_IC,0.0380,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row9/MLP_RankIC,9,(lr) 2-9 | 30 | Alpha158,5,MLP_RankIC,0.0373,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row10/LR_IC,10,| | Alpha360,0,LR_IC,0.0538,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row10/LR_RankIC,10,| | Alpha360,1,LR_RankIC,0.0537,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row10/LightGBM_IC,10,| | Alpha360,2,LightGBM_IC,0.0420,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row10/LightGBM_RankIC,10,| | Alpha360,3,LightGBM_RankIC,0.0567,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row10/MLP_IC,10,| | Alpha360,4,MLP_IC,0.0532,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row10/MLP_RankIC,10,| | Alpha360,5,MLP_RankIC,0.0456,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row11/LR_IC,11,| | Ours(100),0,LR_IC,0.0597,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row11/LR_RankIC,11,| | Ours(100),1,LR_RankIC,0.0555,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row11/LightGBM_IC,11,| | Ours(100),2,LightGBM_IC,0.0793,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row11/LightGBM_RankIC,11,| | Ours(100),3,LightGBM_RankIC,0.0723,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row11/MLP_IC,11,| | Ours(100),4,MLP_IC,0.0738,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,additional_comparison,v1/additional_comparison/row11/MLP_RankIC,11,| | Ours(100),5,MLP_RankIC,0.0710,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row0/IC,0,Random,0,IC,0.0126,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row0/RankIC,0,Random,1,RankIC,0.0179,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row0/IR,0,Random,2,IR,0.095,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row0/RankIR,0,Random,3,RankIR,0.148,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row1/IC,1,GPT4.1,0,IC,0.0130,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row1/RankIC,1,GPT4.1,1,RankIC,0.0242,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row1/IR,1,GPT4.1,2,IR,0.097,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row1/RankIR,1,GPT4.1,3,RankIR,0.168,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row2/IC,2,Gemini2.0-flash-lite,0,IC,0.0125,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row2/RankIC,2,Gemini2.0-flash-lite,1,RankIC,0.0231,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row2/IR,2,Gemini2.0-flash-lite,2,IR,0.094,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row2/RankIR,2,Gemini2.0-flash-lite,3,RankIR,0.180,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row3/IC,3,Deepseek-v3-0324,0,IC,0.0122,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row3/RankIC,3,Deepseek-v3-0324,1,RankIC,0.0223,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row3/IR,3,Deepseek-v3-0324,2,IR,0.087,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row3/RankIR,3,Deepseek-v3-0324,3,RankIR,0.145,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row4/IC,4,Ours,0,IC,0.0527,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row4/RankIC,4,Ours,1,RankIC,0.0714,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row4/IR,4,Ours,2,IR,0.368,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,leakage,v1/leakage/row4/RankIR,4,Ours,3,RankIR,0.467,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
v1,llm_sensitivity,v1/llm_sensitivity/row0/LightGBM_IC,0,Best of Baselines,0,LightGBM_IC,0.0388,,False,False,not_reproduced_no_author_source_exact_inputs_or_native_outputs
