table,category,variant,metric,paper_value,quantagents_system_output,arxiv_source_verified,author_site_corroborated,native_reproduced_value,paper_result_credit,status,note
main,RL-based,DeepTrader,TR_pct,130.29,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,SR,1.27,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,CR,7.16,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,SoR,30.31,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,MDD_pct,29.16,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,Vol_pct,2.81,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,ENT,1.88,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,DeepTrader,ENB,1.19,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,ARR_pct,32.51,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,TR_pct,132.72,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,SR,1.49,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,CR,5.76,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,SoR,30.66,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,MDD_pct,40.71,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,Vol_pct,2.85,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,ENT,2.76,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,RL-based,AlphaMix+,ENB,1.36,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,ARR_pct,36.71,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,TR_pct,155.52,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,SR,1.66,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,CR,6.34,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,SoR,42.31,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,MDD_pct,37.99,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,Vol_pct,2.83,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,ENT,1.94,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinGPT,ENB,1.21,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,ARR_pct,37.73,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,TR_pct,161.25,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,SR,1.89,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,CR,6.16,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,SoR,43.02,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,MDD_pct,40.19,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,Vol_pct,2.82,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,ENT,2.25,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinMem,ENB,1.24,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,ARR_pct,45.31,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,TR_pct,206.83,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,SR,2.25,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,CR,6.98,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,SoR,47.66,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,MDD_pct,38.48,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,Vol_pct,2.92,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,ENT,2.71,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,FinAgent,ENB,1.38,False,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,ARR_pct,49.25,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,TR_pct,230.39,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,SR,2.41,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,CR,6.53,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,SoR,45.21,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,MDD_pct,23.65,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,Vol_pct,1.99,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,ENT,2.68,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,LLM-based,HedgeAgents,ENB,1.35,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,ARR_pct,58.68,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,TR_pct,299.55,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,SR,3.11,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,CR,11.38,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,SoR,66.94,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,MDD_pct,16.86,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,Vol_pct,1.43,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,ENT,2.97,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Ours,QuantAgents,ENB,1.49,True,True,True,,False,author_site_duplicate_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,ARR_pct,19.15,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,TR_pct,30.02,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,SR,29.05,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,CR,58.94,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,SoR,40.45,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,MDD_pct,28.71,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,Vol_pct,5.92,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,ENT,7.61,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
main,Derived comparison,Improvement,ENB,7.97,False,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,ARR_pct,40.89,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,TR_pct,179.66,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,SR,1.81,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,CR,5.27,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,SoR,51.23,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,MDD_pct,28.61,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,Vol_pct,1.66,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,ENT,1.73,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM,ENB,1.22,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,ARR_pct,43.25,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,TR_pct,193.97,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,SR,1.93,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,CR,6.27,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,SoR,53.41,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,MDD_pct,24.99,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,Vol_pct,1.63,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,ENT,1.89,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM,ENB,1.33,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,ARR_pct,35.53,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,TR_pct,148.93,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,SR,1.88,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,CR,5.94,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,SoR,52.01,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,MDD_pct,21.73,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,Vol_pct,1.34,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,ENT,1.65,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,RAM,ENB,1.19,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,ARR_pct,48.59,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,TR_pct,228.07,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,SR,2.79,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,CR,8.54,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,SoR,58.85,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,MDD_pct,19.21,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,Vol_pct,1.38,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,ENT,2.37,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,SDM+RAM,ENB,1.39,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,ARR_pct,46.42,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,TR_pct,213.94,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,SR,2.51,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,CR,7.82,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,SoR,55.21,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,MDD_pct,20.52,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,Vol_pct,1.28,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,ENT,2.18,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+RAM,ENB,1.35,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,ARR_pct,52.71,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,TR_pct,256.12,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,SR,2.86,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,CR,9.14,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,SoR,61.46,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,MDD_pct,21.85,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,Vol_pct,1.33,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,ENT,2.55,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM,ENB,1.43,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,ARR_pct,58.68,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,TR_pct,299.55,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,SR,3.11,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,CR,11.38,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,SoR,66.94,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,MDD_pct,16.86,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,Vol_pct,1.23,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,ENT,2.97,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
meeting_ablation,QuantAgents variant,MAM+SDM+RAM,ENB,1.49,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
