dataset_path,dataset_blob_oid,record_index,record_sha256,system_payload_sha256,user_payload_sha256,assistant_payload_sha256,assistant_label,image_reference_present,image_url,image_path,image_dataset_blob_oid,image_current_blob_oid,image_sha256,image_bytes,image_width,image_height,image_mode,image_format,referenced_image_payload_recovered,complete_record_payload_recovered,paper_run_use_verified,paper_result_credit
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,10,7acfd4fd217f96d78dfb4bd41e55e6a6333ead6710abe1f1061971bd687ab8b1,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,f091e062286156a8c1bb50aeb96620fd2b70fb7a6ba78d449ad621a7d13cff0b,6c4fb20a8de8a9679b4b299c5d4da5f80f19c5b829df3e3c3ebacd45ecef5d75,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/ethereum-classic_2023_22.png,figures/ohlc/ethereum-classic_2023_22.png,7f3dbae43de4269b7ee39de50f15e747390209d7,7f3dbae43de4269b7ee39de50f15e747390209d7,10227dc6b0caf3a4883312f7a522c59897a41a01d31d7ce0db7dad8e740b914d,48916,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,11,5925d3029744168401dc9c6029f7f1c28250f5b3ad077e9a54b64dab2db6d93f,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,2ec2d68eed7962f6a90ab40167a92f08b94c726bb040442c3352f6a49bb417c1,7d600c1abb82d6cf6bcb23b3d1bf2047c0a8c8994c1cc50898acb9abc01e033d,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/filecoin_2023_22.png,figures/ohlc/filecoin_2023_22.png,615aa7537d0c9468d286fac184542de8be9115d2,615aa7537d0c9468d286fac184542de8be9115d2,7f59bd38e4dc4ec3e2c0200d00d9ce5af333e21dd9a6f74911b4f571ce05894e,55352,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,12,02c19ea565904b0deda1f25fbbf30996c4e6a94706b423ca7c11a822db65f870,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,07005f7a93470a5cba57fa889db7f3ec322e465cd374bc00022ea08624d295da,9b2b4ba08195ec3f4bed2064e051e297a6206ea12425c4686d64370d4e4e8524,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/internet-computer_2023_22.png,figures/ohlc/internet-computer_2023_22.png,18d8c6608cd30203b7c960bf91fc31cd4655a93b,18d8c6608cd30203b7c960bf91fc31cd4655a93b,91d3a953f7c680b6b3fffe888284bc5adceb488d134443e4aa70c97cdf08e498,56869,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,13,9c5e53de3fabc57cacc80e6f49204975a9c6d11ffb3840ea6287159f8f74c0fe,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,e51d8e711a9e2554cfe133c4815cf268ee9831fceabc8eb9c95ed60c730f0775,4ca2b15ec7af511bc7ce7bde53719203342d7bf093228307bd858e102161e867,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/litecoin_2023_22.png,figures/ohlc/litecoin_2023_22.png,57480544fad6d8ec2106177e1abb6c43034184a5,57480544fad6d8ec2106177e1abb6c43034184a5,4be4382239983c7c024b117db549571b4acbd5dd87ee794fb0b134a0f6c48f82,52856,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,14,c475e0cf851338e36692d58f94581d38299b8ae53a523caedf120e436232b454,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,87b82f2f9a3ac380f1f2b16608103d8c21ddffa94d0df0c9a17dc064b3dc77cd,20f369cb8a4b976e4f7fcbafc353c9d7e39d4ef1f22a53b5fd95adc2d1ecacf7,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/matic-network_2023_22.png,figures/ohlc/matic-network_2023_22.png,9fa42d56155cf703affa1531645e30e375d10124,9fa42d56155cf703affa1531645e30e375d10124,18605bea664bd0410b419fb9d45ee3a40eeebe6c246eb5531cc901580be78b36,64598,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,15,d374111bd15748b729200d0f44245d944774bfa14572c6c32499ba73ff0f10f0,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,977136a9342e15d7b7241932e70d773f64fd09f43c0a206d1d80015630fb3554,ef677d85ad7a4408a7cfe9cc9c6df9847a99750c3a9196b58004bb9945e63e04,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/monero_2023_22.png,figures/ohlc/monero_2023_22.png,db9e6c467d6e4dd0b2c829b0e10a41ce6ce79248,db9e6c467d6e4dd0b2c829b0e10a41ce6ce79248,88aa739c4f32b23a5a4dba59fdeed8fc4990de403c3b5eb6dbccb37d1a12ed5a,61045,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,16,1505b64f1463deedf964461b9a3cf57ad355b6be85ba686fd9a9135f837a3ccc,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,e9d47b54da5ff7f8edec8f2fbb48a72009968c7086dbfa613ad929b2c4820d64,ded5ed0a50036f78f0211d8bb17d5da4a04183d04c6d64fc55c2381aadc2bfa9,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/neo_2023_22.png,figures/ohlc/neo_2023_22.png,7e08300805b97a1687cf68add3f12d5fe6d371ae,7e08300805b97a1687cf68add3f12d5fe6d371ae,95c14d2bb4a5e21bf379b789ac223f1461e44f031ea15d43330d60bee6606162,58820,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,17,6ac243ab455d54778900d5a679158ac63c3835dc056e57031a44faf7de8119ad,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,478cb4065e6743351135ab78635db42acc84001bd8282125c00e92b812500b47,18271a97883d591420f927ded67306d11f3b6a2fcfa4b241b4c20cd65657368c,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/okb_2023_22.png,figures/ohlc/okb_2023_22.png,90f01a34d35c952655d4573b50c4072163045bd3,90f01a34d35c952655d4573b50c4072163045bd3,f3ec3f19987cef8a5d35e3909e385caf82c66fe06f96c53c0c9b6e7f0fcbe2ea,59771,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,18,fcc47e0ca8d52392cc95da39d0fa5707022c505f3ee8a4a1621cda6d87525d94,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,4bf0e6c071db82ae9de8ab97839e10651557081b595cf13784d789d076eaf7a4,62849d74aa6f94bc4e557b640877875e8c2246825f2ef9f270a6ebf55027e11e,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/polkadot_2023_22.png,figures/ohlc/polkadot_2023_22.png,1f9dfbd3f269d39421465057c8a1df73827957f8,1f9dfbd3f269d39421465057c8a1df73827957f8,c1a3694971b378b49f2204cd17e66bd25603c70e9bda0184e2584913b61a5127,63508,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,19,a17a52020e627c9417c66714a785f04c6fae4c2acb16c0a27ffeb2da5f0f8922,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,8f48fc85c2b8ca61789acdba2339667908b0cec0c001df9ae766d74d63bcba60,7abb5c736c30f27e16f25580221808b59ecd7467c865ed09de3eacca41701623,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/ripple_2023_22.png,figures/ohlc/ripple_2023_22.png,bfb6520f5b1f596cb38acee68c786056697da1c8,bfb6520f5b1f596cb38acee68c786056697da1c8,24be2307162ea7be9abae470a48558866d794e327d6f0753aa4dd94e8c21de56,52515,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,20,dfb410de101629fe0e6c575c0ea24b93752f92b3e5b9b8d449c2d0348e92b72f,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,0505271ba4271c9c3bc5a50d6829a22db87d6608a30b6744a61eca1abdf7fc02,4f25f8335962f3673404d41ff9fa102730359b1e9b806c226d3ea521dbd4b3b5,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/shiba-inu_2023_22.png,figures/ohlc/shiba-inu_2023_22.png,d9e22b540058bc2b0faff0d46e87686aead4d119,d9e22b540058bc2b0faff0d46e87686aead4d119,6ea960cbc5b24494471fe578d8009b1cd6991e7a5ea6c85554e6743341c3a246,59818,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,21,65a00264a055d4d919fd4d6016d0bc9c02bba0c36982a749367007dcf6d156fa,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,d9a0c70f08a1b1cfff724d8b30299ac790230b8caa94608b26898f72acd6382c,fce7b50bfbe634271d50177ab42099ab4e523df194edda86b25ad42cdc5fc6e8,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/solana_2023_22.png,figures/ohlc/solana_2023_22.png,289faf1379c455a7acd83192555ffcc729180d28,289faf1379c455a7acd83192555ffcc729180d28,e4978f728201baa6bc09c98817fe7e7cacfb00166630ff3a27e7e2def5accfdf,59095,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,22,e9e654009d8a94fbaf57f5cf8eac2dc8b72059e96e59ad0ef160809f450007e7,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,734cf8f9db35c7b985fea632b42f0020d92cede041977c1561b00a96a7a8917e,e37fe446967cddc3083b8ee0124d7b718c41d306ae3e91db37c61b29e7c1df35,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/staked-ether_2023_22.png,figures/ohlc/staked-ether_2023_22.png,ebdd1df1dfefbcd9b0ced15744272c47a3e37d4a,ebdd1df1dfefbcd9b0ced15744272c47a3e37d4a,96e93a458dede9138c0561e8c7e73cfe7b6d8b4ddf0260319a9fb111673bd9e8,62795,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,23,81e11699c4aa7dcdeae75cbff66000db6870064c058f4d87b0cfac42e99de3be,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,7f7230e05a8fe859c6a15eaac6aec6bc3b5d7c57b44076b7f32e872403eaeadd,00e4c4a9e7bb8076268fb3fe4eccc350763b875e41899e62a384316f6007f1eb,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/stellar_2023_22.png,figures/ohlc/stellar_2023_22.png,feeb7caa62f9e5f109272c1fc5c687f98b278569,feeb7caa62f9e5f109272c1fc5c687f98b278569,d53c38203f38f164ee820644e910d9ab1e892bf26ea1d6351e963880e97cdb37,58143,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,24,0a6817612b7c6c060eee9f3aabb5fa8a7578291a2adde19de8f83b1b3de62332,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,812f16614026ee3d9d1027e1f282b87275e9b4f256892daed0345ef35a2d8942,f68c25697003e2031f1cc926826893bcee8a83929ac9b3d4704b24194dede8d9,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/terra-luna_2023_22.png,figures/ohlc/terra-luna_2023_22.png,dad55c73807e06d6ced3fd0095296b40fb088188,dad55c73807e06d6ced3fd0095296b40fb088188,52d6adc9a561bdf27d712062449b15acec96c6a1a52bab9e30a9fe501ac5bf14,57079,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,25,78971c131cba7c1880b8229558fe03c49e751f26c97f300f974aa991283b0cba,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,a6b6eba45d4454cbc1727b60968e77b8ae8589ab4640254c01724412f40b68f2,ea121ecbba57f89fe96fb881239bbf14e46d5cda22ab58e7b8801d53f02f8357,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/tezos_2023_22.png,figures/ohlc/tezos_2023_22.png,7e6ab8bf54493d8fb079793a650fd8d53ea4ee2c,7e6ab8bf54493d8fb079793a650fd8d53ea4ee2c,c8159107919a33ae4f34ffa329358133a8613719be6e8b8ff5a6cffe9453fd18,61197,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,26,806ca8d213d46c7e6cc27aada0a227468b4583ee1f45dde5cc373724a59af49c,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,faf44193f08ddc8dbfcb7d68c37c96f0e688e60b47bcaaf839d03f1bb4b9b715,80dba31b0dc1c8eb4f12a2db519aed6edb838c0cdf232095b9959e84617e0250,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/theta-token_2023_22.png,figures/ohlc/theta-token_2023_22.png,d0e73e64cb330039ade5f3d66a5bb8031a7f6ad4,d0e73e64cb330039ade5f3d66a5bb8031a7f6ad4,abfd5a44096e9e999b062c5d0724a977da3eed3ba98b6c6faa1ccd64782ebbef,63125,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,27,4a1ecd70a1738c40b0875f03f6ddc516c705e8a14f86e553c692248b84042389,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,d345cd333abbcdc5addcb3c60dd67c24f4cee209086d74778246130b5b6d26c1,b2626b3e94fad14a36fc715818574cbed4d7008ce249c77905bc78566432ebb0,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/tron_2023_22.png,figures/ohlc/tron_2023_22.png,dfaa8c59ba397e77cf833fe518be064cd65273d4,dfaa8c59ba397e77cf833fe518be064cd65273d4,5ca833e61e6bec791af05097d22b2aca66ea0723a8de9631813507c457ffe95f,56858,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,28,0ab766515ca3c47b2e7d866793b25b73dca74665c3becaf6a75fd9309f9e5ea8,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,78967a74f67ffa60b9300960e5d05c1f7c262406fb418b456a7973f2ddf5c94a,af1ffabc751e42861e2ef00f0871ba4c7c97c9d352ab623f82cadd4c8b9dcd41,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/uniswap_2023_22.png,figures/ohlc/uniswap_2023_22.png,451682c60680df8039bc374deceaf97ead5c6026,451682c60680df8039bc374deceaf97ead5c6026,a45fd224c26e8968b920197121b7c9ea830274b1691dcc2fd798f4b0b638cd02,50416,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,29,54c8a87e5b7b4a0793406ab5264df61975c71f03c9f286dc4d807dfc04ba60a5,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,e5d978461cdd099e2d2ab69f3b1cf67bf972dfd37dad4dca9b78a9a857adb805,c7a138b2afede64a34a46147929f260d25057fffa409403a9dc94f35534050fb,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/wrapped-bitcoin_2023_22.png,figures/ohlc/wrapped-bitcoin_2023_22.png,49a71f4b0b1e2ebaabd87b99b09a525e0b838727,49a71f4b0b1e2ebaabd87b99b09a525e0b838727,4b60d566bb68f150f311ab6de9eaf2fb5244c6076a349a086a1d89c6df9584c3,66565,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,30,7352ac26ed875e7135e25af4afe743f378d92a7397b7526aa5a0d76e645a0470,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,7943d5ee87e2a04363fa84f60ab027f23c74b96bd8dd54932529c3c0e8c9073b,1f306f871965e4e13cd5a75cfc7b103e1cc91f74d817b7734ce36f74a4b2350a,Fall,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/avalanche-2_2023_23.png,figures/ohlc/avalanche-2_2023_23.png,7dd4dc382c253acec83f57c448fffae7950330bc,7dd4dc382c253acec83f57c448fffae7950330bc,3afb4dfa35f1f8432d4c8f104092a4637f48ca9d4557fc5e7983fd99a98abe02,50094,1000,800,RGBA,PNG,True,True,False,False
test/single_cs_0510.jsonl,3bdd1a1c507d357630f227f5bd3991e49c3f43ef,31,ca3d17127e3e040f3b52c1759ed367ca6c15c2fbfdf0ab81e63fb076d4857f8e,848737271f6383cfb2ed86ad4cf7c12b047a6b1002450d9bd49216c1a5bf1c01,4d4c9980ab1959da7c6166db96734fbbaf0ebf16d248299372d6d9de20fe3a22,4f0ae509a737e1380ae22842c39a40663cf4e35d77734d4fec567c67dd60be67,Rise,True,https://raw.githubusercontent.com/lyc0603/multi-agent/refs/heads/main/figures/ohlc/binancecoin_2023_23.png,figures/ohlc/binancecoin_2023_23.png,5ccc7f994041592a0afa947dc56fc009c70ec952,5ccc7f994041592a0afa947dc56fc009c70ec952,ecbbb53cf52ad7dacdaedc48d39773a0dcbf26eaec47c6df94ad84e5cf7193b8,53863,1000,800,RGBA,PNG,True,True,False,False
