result_family,unit_id,method_or_panel,metric,printed_value,rank_within_column,source_asset_recovered,raw_result_value_recovered,author_native_pipeline_executed,author_native_result_regenerated,paper_result_credit,blocking_reason
main_comparison_table,CatBoost:AER,CatBoost,AER,0.0232,10,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CatBoost:IR,CatBoost,IR,0.4130,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:IC,AdaBoost,IC,0.0174,9,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:RankIC,AdaBoost,RankIC,0.0190,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:ICIR,AdaBoost,ICIR,0.2079,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:RankICIR,AdaBoost,RankICIR,0.2056,9,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:AR,AdaBoost,AR,0.0452,12,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:AER,AdaBoost,AER,0.0126,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AdaBoost:IR,AdaBoost,IR,0.2029,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:IC,MLP,IC,0.0196,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:RankIC,MLP,RankIC,0.0275,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:ICIR,MLP,ICIR,0.1780,8,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:RankICIR,MLP,RankICIR,0.2340,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:AR,MLP,AR,0.0837,3,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:AER,MLP,AER,0.0488,3,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,MLP:IR,MLP,IR,0.5965,3,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:IC,Transformer,IC,0.0135,10,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:RankIC,Transformer,RankIC,0.0222,10,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:ICIR,Transformer,ICIR,0.1093,14,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:RankICIR,Transformer,RankICIR,0.1830,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:AR,Transformer,AR,0.0411,14,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:AER,Transformer,AER,0.0064,14,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Transformer:IR,Transformer,IR,0.1049,14,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:IC,GRU,IC,0.0127,12,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:RankIC,GRU,RankIC,0.0259,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:ICIR,GRU,ICIR,0.1523,10,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:RankICIR,GRU,RankICIR,0.2223,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:AR,GRU,AR,0.0466,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:AER,GRU,AER,0.0116,12,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,GRU:IR,GRU,IR,0.1500,12,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:IC,LSTM,IC,0.0118,13,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:RankIC,LSTM,RankIC,0.0244,9,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:ICIR,LSTM,ICIR,0.1430,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:RankICIR,LSTM,RankICIR,0.2159,8,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:AR,LSTM,AR,0.0434,13,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:AER,LSTM,AER,0.0087,13,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,LSTM:IR,LSTM,IR,0.1123,13,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:IC,CNN,IC,0.0253,4,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:RankIC,CNN,RankIC,0.0321,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:ICIR,CNN,ICIR,0.2023,4,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:RankICIR,CNN,RankICIR,0.2485,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:AR,CNN,AR,0.0781,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:AER,CNN,AER,0.0423,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CNN:IR,CNN,IR,0.5430,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:IC,Alpha360,IC,0.0132,11,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:RankIC,Alpha360,RankIC,0.0079,16,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:ICIR,Alpha360,ICIR,0.0860,15,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:RankICIR,Alpha360,RankICIR,0.0489,17,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:AR,Alpha360,AR,0.0216,17,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:AER,Alpha360,AER,0.0005,15,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,Alpha360:IR,Alpha360,IR,0.0048,15,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:IC,AutoAgent,IC,0.0308,3,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:RankIC,AutoAgent,RankIC,0.0444,3,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:ICIR,AutoAgent,ICIR,0.1997,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:RankICIR,AutoAgent,RankICIR,0.2896,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:AR,AutoAgent,AR,0.0650,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:AER,AutoAgent,AER,0.0314,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AutoAgent:IR,AutoAgent,IR,0.3628,10,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:IC,AlphaAgent,IC,0.0243,5,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:RankIC,AlphaAgent,RankIC,0.0251,8,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:ICIR,AlphaAgent,ICIR,0.1925,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:RankICIR,AlphaAgent,RankICIR,0.1885,10,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:AR,AlphaAgent,AR,0.1126,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:AER,AlphaAgent,AER,0.0793,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,AlphaAgent:IR,AlphaAgent,IR,0.9516,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):IC,R&D-Agent(Q),IC,0.0209,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):RankIC,R&D-Agent(Q),RankIC,0.0185,12,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):ICIR,R&D-Agent(Q),ICIR,0.1643,9,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):RankICIR,R&D-Agent(Q),RankICIR,0.1374,12,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):AR,R&D-Agent(Q),AR,0.0667,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):AER,R&D-Agent(Q),AER,0.0366,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,R&D-Agent(Q):IR,R&D-Agent(Q),IR,0.4062,7,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:IC,CogAlpha,IC,0.0366,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:RankIC,CogAlpha,RankIC,0.0563,2,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:ICIR,CogAlpha,ICIR,0.1980,6,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:RankICIR,CogAlpha,RankICIR,0.2819,3,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:AR,CogAlpha,AR,0.0783,4,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:AER,CogAlpha,AER,0.0441,4,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,CogAlpha:IR,CogAlpha,IR,0.5747,4,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:IC,XAlpha,IC,0.0619,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:RankIC,XAlpha,RankIC,0.0748,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:ICIR,XAlpha,ICIR,0.3703,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:RankICIR,XAlpha,RankICIR,0.4043,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:AR,XAlpha,AR,0.1795,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:AER,XAlpha,AER,0.1443,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
main_comparison_table,XAlpha:IR,XAlpha,IR,1.5368,1,True,False,False,False,False,"no public XALPHA implementation, exact data snapshot, factor library, run state, predictions, returns, or result arrays"
representative_factor,train_val_ic,representative factor,IC,0.0382,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,train_val_rankic,representative factor,RankIC,0.0564,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,train_val_icir,representative factor,ICIR,0.2622,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,train_val_rankicir,representative factor,RankICIR,0.3593,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,test_ic,representative factor,IC,0.0440,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,test_rankic,representative factor,RankIC,0.0634,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,test_icir,representative factor,ICIR,0.2311,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,test_rankicir,representative factor,RankICIR,0.3188,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
representative_factor,ast_complexity,representative factor,raw AST complexity,14.788,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
heatmap_summary,single_mean_abs,single-theme heatmap,mean absolute correlation,0.234,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
heatmap_summary,single_median_abs,single-theme heatmap,median absolute correlation,0.181,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
heatmap_summary,single_below_03,single-theme heatmap,abs correlation below 0.3,68.0%,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
heatmap_summary,six_mean_abs,six-theme heatmap,mean absolute correlation,0.142,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
heatmap_summary,six_median_abs,six-theme heatmap,median absolute correlation,0.099,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
heatmap_summary,six_below_03,six-theme heatmap,abs correlation below 0.3,87.1%,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
runtime_claim,factor_seconds,main runtime,seconds per factor,15,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
runtime_claim,generation_minutes,main runtime,minutes per generation,16,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
runtime_claim,cycle_hours,main runtime,hours per cycle,3,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
runtime_claim,h100_count,main runtime,H100 GPUs,2,,True,False,False,False,False,"printed claim or raster asset is present, but its author run record and raw values are absent"
