result_id,figure,source_svg,model,statistic,paper_vector_value,source_replay_value,replay_minus_paper,match_tolerance_1e-4,llm_regenerated,credit
BOX-020,all_3m,2016_2020_3M_step2_allsector.svg,VEC,whishi,0.2902729744107294,0.2902729696036922,-4.80703721272846e-09,yes,no,author_data_deterministic_replay
BOX-021,all_3m,2016_2020_3M_step2_allsector.svg,PLF,q1,0.041602927131419165,0.04160292793027892,7.988597561237043e-10,yes,no,author_data_deterministic_replay
BOX-022,all_3m,2016_2020_3M_step2_allsector.svg,PLF,med,0.06005919926979675,0.060059199736845315,4.670485664881596e-10,yes,no,author_data_deterministic_replay
BOX-023,all_3m,2016_2020_3M_step2_allsector.svg,PLF,q3,0.11326506368688366,0.11326506214147988,-1.5454037771700513e-09,yes,no,author_data_deterministic_replay
BOX-024,all_3m,2016_2020_3M_step2_allsector.svg,PLF,whislo,-0.015021313203851583,-0.015021312195590886,1.0082606971550945e-09,yes,no,author_data_deterministic_replay
BOX-025,all_3m,2016_2020_3M_step2_allsector.svg,PLF,whishi,0.16484042880263933,0.16484042606382587,-2.7388134538064435e-09,yes,no,author_data_deterministic_replay
BOX-026,all_3m,2016_2020_3M_step2_allsector.svg,IQS,q1,0.04213085328972277,0.0421308541501344,8.604116308319476e-10,yes,no,author_data_deterministic_replay
BOX-027,all_3m,2016_2020_3M_step2_allsector.svg,IQS,med,0.09461213534259594,0.09461213438849558,-9.54100354277898e-10,yes,no,author_data_deterministic_replay
BOX-028,all_3m,2016_2020_3M_step2_allsector.svg,IQS,q3,0.14201615315314814,0.1420161513023998,-1.8507483323659812e-09,yes,no,author_data_deterministic_replay
BOX-029,all_3m,2016_2020_3M_step2_allsector.svg,IQS,whislo,-0.05236588240138962,-0.052365880700626866,1.7007627528542457e-09,yes,no,author_data_deterministic_replay
BOX-030,all_3m,2016_2020_3M_step2_allsector.svg,IQS,whishi,0.26664039800141837,0.2666403952506301,-2.750788263838899e-09,yes,no,author_data_deterministic_replay
BOX-031,all_3m,2016_2020_3M_step2_allsector.svg,baseline,q1,-0.0063972308235602515,-0.0063972303757612314,4.477990200868476e-10,yes,no,author_data_deterministic_replay
BOX-032,all_3m,2016_2020_3M_step2_allsector.svg,baseline,med,0.05849047841742655,0.058490478080070074,-3.373564760877912e-10,yes,no,author_data_deterministic_replay
BOX-033,all_3m,2016_2020_3M_step2_allsector.svg,baseline,q3,0.09406625647262845,0.09406625574361926,-7.290091863509929e-10,yes,no,author_data_deterministic_replay
BOX-034,all_3m,2016_2020_3M_step2_allsector.svg,baseline,whislo,-0.021989084182670426,-0.021989084034842676,1.4782775004107407e-10,yes,no,author_data_deterministic_replay
BOX-035,all_3m,2016_2020_3M_step2_allsector.svg,baseline,whishi,0.18786947051798525,0.1878694677578835,-2.760101758259026e-09,yes,no,author_data_deterministic_replay
BOX-036,it_1m,IT_2016_2020_1M_step2.svg,PVS,q1,0.03641722403013381,0.036426465579625644,9.241549491834089e-06,yes,no,author_data_deterministic_replay
BOX-037,it_1m,IT_2016_2020_1M_step2.svg,PVS,med,0.1426584914233635,0.14265935042309597,8.589997324559562e-07,yes,no,author_data_deterministic_replay
BOX-038,it_1m,IT_2016_2020_1M_step2.svg,PVS,q3,0.26998799485725133,0.26999166302461397,3.6681673626359768e-06,yes,no,author_data_deterministic_replay
BOX-039,it_1m,IT_2016_2020_1M_step2.svg,PVS,whislo,-0.18989549284032714,-0.18989433571589998,1.1571244271646464e-06,yes,no,author_data_deterministic_replay
BOX-040,it_1m,IT_2016_2020_1M_step2.svg,PVS,whishi,0.5885680455058939,0.5885737658577574,5.720351863525153e-06,yes,no,author_data_deterministic_replay
BOX-041,it_1m,IT_2016_2020_1M_step2.svg,RAPS,q1,0.03826467104421527,0.038276414976784634,1.1743932569363569e-05,yes,no,author_data_deterministic_replay
BOX-042,it_1m,IT_2016_2020_1M_step2.svg,RAPS,med,0.1419466747246172,0.14194563935250504,-1.0353721121569848e-06,yes,no,author_data_deterministic_replay
BOX-043,it_1m,IT_2016_2020_1M_step2.svg,RAPS,q3,0.2571285339288827,0.2571258398392592,-2.694089623500595e-06,yes,no,author_data_deterministic_replay
BOX-044,it_1m,IT_2016_2020_1M_step2.svg,RAPS,whislo,-0.1839800308936126,-0.1839828623346147,-2.83144100210464e-06,yes,no,author_data_deterministic_replay
BOX-045,it_1m,IT_2016_2020_1M_step2.svg,RAPS,whishi,0.5689903870295135,0.5689858330148687,-4.5540146448308505e-06,yes,no,author_data_deterministic_replay
BOX-046,it_1m,IT_2016_2020_1M_step2.svg,EVC,q1,-0.05372377866179634,-0.05367345085776032,5.0327804036021107e-05,yes,no,author_data_deterministic_replay
BOX-047,it_1m,IT_2016_2020_1M_step2.svg,EVC,med,0.05563498670900058,0.05563388096908589,-1.1057399146863212e-06,yes,no,author_data_deterministic_replay
BOX-048,it_1m,IT_2016_2020_1M_step2.svg,EVC,q3,0.16681656674952172,0.16680185841713008,-1.4708332391644152e-05,yes,no,author_data_deterministic_replay
BOX-049,it_1m,IT_2016_2020_1M_step2.svg,EVC,whislo,-0.22297070140907782,-0.22296651020708125,4.1912019965728575e-06,yes,no,author_data_deterministic_replay
BOX-050,it_1m,IT_2016_2020_1M_step2.svg,EVC,whishi,0.41852463740811985,0.4185058164246408,-1.8820983479050923e-05,yes,no,author_data_deterministic_replay
BOX-051,it_1m,IT_2016_2020_1M_step2.svg,VEC,q1,-0.02263268784556738,-0.022650671485501594,-1.7983639934215923e-05,yes,no,author_data_deterministic_replay
BOX-052,it_1m,IT_2016_2020_1M_step2.svg,VEC,med,0.08083076892958374,0.08082927262839873,-1.4963011850110952e-06,yes,no,author_data_deterministic_replay
BOX-053,it_1m,IT_2016_2020_1M_step2.svg,VEC,q3,0.2294319352560461,0.2294495022086843,1.7566952638187194e-05,yes,no,author_data_deterministic_replay
BOX-054,it_1m,IT_2016_2020_1M_step2.svg,VEC,whislo,-0.2211407296725001,-0.22113908873493582,1.6409375642734148e-06,yes,no,author_data_deterministic_replay
BOX-055,it_1m,IT_2016_2020_1M_step2.svg,VEC,whishi,0.43057215897604034,0.4305711791726492,-9.798033911434523e-07,yes,no,author_data_deterministic_replay
BOX-056,it_1m,IT_2016_2020_1M_step2.svg,PLF,q1,0.04269963714221925,0.04270480159243703,5.164450217781669e-06,yes,no,author_data_deterministic_replay
BOX-057,it_1m,IT_2016_2020_1M_step2.svg,PLF,med,0.13664081351060997,0.1366496830370661,8.869526456123378e-06,yes,no,author_data_deterministic_replay
BOX-058,it_1m,IT_2016_2020_1M_step2.svg,PLF,q3,0.26263386077398965,0.2626055096709481,-2.8351103041557302e-05,yes,no,author_data_deterministic_replay
BOX-059,it_1m,IT_2016_2020_1M_step2.svg,PLF,whislo,-0.1842512112668251,-0.1842576110656775,-6.399798852418925e-06,yes,no,author_data_deterministic_replay
BOX-060,it_1m,IT_2016_2020_1M_step2.svg,PLF,whishi,0.4513983463658479,0.4513827732411415,-1.557312470640282e-05,yes,no,author_data_deterministic_replay
BOX-061,it_1m,IT_2016_2020_1M_step2.svg,IQS,q1,-0.0046024177326099425,-0.004600107905188222,2.3098274217203674e-06,yes,no,author_data_deterministic_replay
BOX-062,it_1m,IT_2016_2020_1M_step2.svg,IQS,med,0.09908756508153105,0.09908410164593545,-3.4634355955964757e-06,yes,no,author_data_deterministic_replay
BOX-063,it_1m,IT_2016_2020_1M_step2.svg,IQS,q3,0.27875115158222674,0.2787526826116023,1.531029375556603e-06,yes,no,author_data_deterministic_replay
BOX-064,it_1m,IT_2016_2020_1M_step2.svg,IQS,whislo,-0.16227032076244763,-0.16227788163644274,-7.560873995116069e-06,yes,no,author_data_deterministic_replay
BOX-065,it_1m,IT_2016_2020_1M_step2.svg,IQS,whishi,0.6313008661830627,0.6312819191847517,-1.894699831095359e-05,yes,no,author_data_deterministic_replay
BOX-066,it_1m,IT_2016_2020_1M_step2.svg,baseline,q1,-0.03997823556733393,-0.03996551656223701,1.2719005096917257e-05,yes,no,author_data_deterministic_replay
BOX-067,it_1m,IT_2016_2020_1M_step2.svg,baseline,med,0.03815404372370368,0.03816424761847376,1.020389477007777e-05,yes,no,author_data_deterministic_replay
BOX-068,it_1m,IT_2016_2020_1M_step2.svg,baseline,q3,0.22406936413931533,0.22406184325310702,-7.520886208312039e-06,yes,no,author_data_deterministic_replay
BOX-069,it_1m,IT_2016_2020_1M_step2.svg,baseline,whislo,-0.19938175485262066,-0.1993877148368537,-5.959984233028237e-06,yes,no,author_data_deterministic_replay
BOX-070,it_1m,IT_2016_2020_1M_step2.svg,baseline,whishi,0.3796565819823364,0.3796530216769819,-3.560305354533e-06,yes,no,author_data_deterministic_replay
BOX-071,it_3m,IT_2016_2020_3M_step2.svg,PVS,q1,0.11594176087050079,0.1159417682112924,7.340791613463793e-09,yes,no,author_data_deterministic_replay
BOX-072,it_3m,IT_2016_2020_3M_step2.svg,PVS,med,0.2880159136620113,0.2880159252826523,1.1620641005016807e-08,yes,no,author_data_deterministic_replay
BOX-073,it_3m,IT_2016_2020_3M_step2.svg,PVS,q3,0.3837526377313181,0.38375265134211695,1.3610798821339642e-08,yes,no,author_data_deterministic_replay
BOX-074,it_3m,IT_2016_2020_3M_step2.svg,PVS,whislo,-0.14182753690316274,-0.1418275414563972,-4.553234456139421e-09,yes,no,author_data_deterministic_replay
BOX-075,it_3m,IT_2016_2020_3M_step2.svg,PVS,whishi,0.54139767555939,0.5413976941445935,1.8585203487297974e-08,yes,no,author_data_deterministic_replay
BOX-076,it_3m,IT_2016_2020_3M_step2.svg,RAPS,q1,0.10585241863246164,0.10585242336923775,4.736776110236818e-09,yes,no,author_data_deterministic_replay
BOX-077,it_3m,IT_2016_2020_3M_step2.svg,RAPS,med,0.2625834965214686,0.26258350732832497,1.0806856354239613e-08,yes,no,author_data_deterministic_replay
BOX-078,it_3m,IT_2016_2020_3M_step2.svg,RAPS,q3,0.3845308519828758,0.3845308665419608,1.455908499314873e-08,yes,no,author_data_deterministic_replay
BOX-079,it_3m,IT_2016_2020_3M_step2.svg,RAPS,whislo,-0.13362676627476155,-0.13362676806446028,-1.7896987225540784e-09,yes,no,author_data_deterministic_replay
BOX-080,it_3m,IT_2016_2020_3M_step2.svg,RAPS,whishi,0.5287626545257524,0.5287626756154533,2.108970087455475e-08,yes,no,author_data_deterministic_replay
BOX-081,it_3m,IT_2016_2020_3M_step2.svg,EVC,q1,-0.026927776567634565,-0.026927775419603006,1.1480315587064638e-09,yes,no,author_data_deterministic_replay
BOX-082,it_3m,IT_2016_2020_3M_step2.svg,EVC,med,0.09414260129012764,0.09414260486175557,3.571627937848376e-09,yes,no,author_data_deterministic_replay
BOX-083,it_3m,IT_2016_2020_3M_step2.svg,EVC,q3,0.1286458857388575,0.1286458920080373,6.269179814166748e-09,yes,no,author_data_deterministic_replay
BOX-084,it_3m,IT_2016_2020_3M_step2.svg,EVC,whislo,-0.11907227610895899,-0.11907228008819426,-3.979235274620407e-09,yes,no,author_data_deterministic_replay
BOX-085,it_3m,IT_2016_2020_3M_step2.svg,EVC,whishi,0.30103309952337515,0.30103311308490366,1.3561528511285559e-08,yes,no,author_data_deterministic_replay
BOX-086,it_3m,IT_2016_2020_3M_step2.svg,VEC,q1,-0.01279645269787455,-0.012796449995025216,2.702849333235946e-09,yes,no,author_data_deterministic_replay
BOX-087,it_3m,IT_2016_2020_3M_step2.svg,VEC,med,0.0648119724427767,0.06481197646835529,4.025578592692369e-09,yes,no,author_data_deterministic_replay
BOX-088,it_3m,IT_2016_2020_3M_step2.svg,VEC,q3,0.20579578252675312,0.20579579237887424,9.852121118925083e-09,yes,no,author_data_deterministic_replay
BOX-089,it_3m,IT_2016_2020_3M_step2.svg,VEC,whislo,-0.15506603810607944,-0.15506604173176175,-3.625682309937872e-09,yes,no,author_data_deterministic_replay
BOX-090,it_3m,IT_2016_2020_3M_step2.svg,VEC,whishi,0.4145652815025582,0.41456529588515567,1.4382597446349621e-08,yes,no,author_data_deterministic_replay
BOX-091,it_3m,IT_2016_2020_3M_step2.svg,PLF,q1,0.04026787485682726,0.04026787723109551,2.3742682542238214e-09,yes,no,author_data_deterministic_replay
BOX-092,it_3m,IT_2016_2020_3M_step2.svg,PLF,med,0.11817708965889384,0.11817709675038368,7.0914898397944626e-09,yes,no,author_data_deterministic_replay
BOX-093,it_3m,IT_2016_2020_3M_step2.svg,PLF,q3,0.21510700871194405,0.2151070189066426,1.0194698557564053e-08,yes,no,author_data_deterministic_replay
BOX-094,it_3m,IT_2016_2020_3M_step2.svg,PLF,whislo,-0.12860219082022328,-0.12860219473901502,-3.918791735557647e-09,yes,no,author_data_deterministic_replay
BOX-095,it_3m,IT_2016_2020_3M_step2.svg,PLF,whishi,0.3609587708158908,0.36095878391835134,1.3102460560965312e-08,yes,no,author_data_deterministic_replay
BOX-096,it_3m,IT_2016_2020_3M_step2.svg,IQS,q1,0.11974132495941503,0.11974132930724155,4.347826515482822e-09,yes,no,author_data_deterministic_replay
BOX-097,it_3m,IT_2016_2020_3M_step2.svg,IQS,med,0.1820018704749904,0.18200187863378303,8.158792641488333e-09,yes,no,author_data_deterministic_replay
BOX-098,it_3m,IT_2016_2020_3M_step2.svg,IQS,q3,0.35390823674292005,0.3539082508964727,1.4153552663209723e-08,yes,no,author_data_deterministic_replay
BOX-099,it_3m,IT_2016_2020_3M_step2.svg,IQS,whislo,-0.12199449434906762,-0.12199449511592575,-7.668581325503965e-10,yes,no,author_data_deterministic_replay
BOX-100,it_3m,IT_2016_2020_3M_step2.svg,IQS,whishi,0.5519646703488612,0.5519646910377713,2.0688910140620465e-08,yes,no,author_data_deterministic_replay
BOX-101,it_3m,IT_2016_2020_3M_step2.svg,baseline,q1,-0.025960522786081186,-0.025960522371846595,4.1423459107292615e-10,yes,no,author_data_deterministic_replay
BOX-102,it_3m,IT_2016_2020_3M_step2.svg,baseline,med,0.05954030448544001,0.059540306950990385,2.4655503749748675e-09,yes,no,author_data_deterministic_replay
BOX-103,it_3m,IT_2016_2020_3M_step2.svg,baseline,q3,0.15349643694750303,0.15349644389539865,6.947895619946465e-09,yes,no,author_data_deterministic_replay
BOX-104,it_3m,IT_2016_2020_3M_step2.svg,baseline,whislo,-0.1541781113463243,-0.1541781156749391,-4.328614799931074e-09,yes,no,author_data_deterministic_replay
BOX-105,it_3m,IT_2016_2020_3M_step2.svg,baseline,whishi,0.30454934279987605,0.30454935629290747,1.3493031414402168e-08,yes,no,author_data_deterministic_replay
BOX-106,hc_1m,HC_2016_2020_1M_step2.svg,PVS,q1,-0.058556492814686334,-0.0585564903693267,2.4453596370044295e-09,yes,no,author_data_deterministic_replay
BOX-107,hc_1m,HC_2016_2020_1M_step2.svg,PVS,med,0.0703675402757068,0.07036754237368648,2.0979796788722638e-09,yes,no,author_data_deterministic_replay
BOX-108,hc_1m,HC_2016_2020_1M_step2.svg,PVS,q3,0.19347550835939398,0.1934755106528187,2.293424727906057e-09,yes,no,author_data_deterministic_replay
BOX-109,hc_1m,HC_2016_2020_1M_step2.svg,PVS,whislo,-0.3868910048457016,-0.38689100396280396,8.828976438834957e-10,yes,no,author_data_deterministic_replay
BOX-110,hc_1m,HC_2016_2020_1M_step2.svg,PVS,whishi,0.5258306811075542,0.5258306896607619,8.553207697659104e-09,yes,no,author_data_deterministic_replay
BOX-111,hc_1m,HC_2016_2020_1M_step2.svg,RAPS,q1,-0.065439687930273,-0.06543968638980452,1.5404684750031095e-09,yes,no,author_data_deterministic_replay
BOX-112,hc_1m,HC_2016_2020_1M_step2.svg,RAPS,med,0.06455581816781841,0.06455582375133934,5.583520923391205e-09,yes,no,author_data_deterministic_replay
BOX-113,hc_1m,HC_2016_2020_1M_step2.svg,RAPS,q3,0.22670906733627183,0.22670907142222327,4.085951438304036e-09,yes,no,author_data_deterministic_replay
BOX-114,hc_1m,HC_2016_2020_1M_step2.svg,RAPS,whislo,-0.3680180944133723,-0.36801809576948186,-1.3561095579817106e-09,yes,no,author_data_deterministic_replay
BOX-115,hc_1m,HC_2016_2020_1M_step2.svg,RAPS,whishi,0.6194634797776287,0.6194634863843339,6.60670518293216e-09,yes,no,author_data_deterministic_replay
BOX-116,hc_1m,HC_2016_2020_1M_step2.svg,EVC,q1,0.004245308390118607,0.00424531107698331,2.686864702949876e-09,yes,no,author_data_deterministic_replay
BOX-117,hc_1m,HC_2016_2020_1M_step2.svg,EVC,med,0.11251836840286533,0.11251837264188874,4.239023410068654e-09,yes,no,author_data_deterministic_replay
BOX-118,hc_1m,HC_2016_2020_1M_step2.svg,EVC,q3,0.2283455414964607,0.22834554724868592,5.752225223920604e-09,yes,no,author_data_deterministic_replay
BOX-119,hc_1m,HC_2016_2020_1M_step2.svg,EVC,whislo,-0.33017114890015453,-0.33017114758619703,1.3139574983611624e-09,yes,no,author_data_deterministic_replay
BOX-120,hc_1m,HC_2016_2020_1M_step2.svg,EVC,whishi,0.4477679184822917,0.4477679257273365,7.245044786330368e-09,yes,no,author_data_deterministic_replay
BOX-121,hc_1m,HC_2016_2020_1M_step2.svg,VEC,q1,-0.0653241218951861,-0.06532411766835933,4.226826777475878e-09,yes,no,author_data_deterministic_replay
BOX-122,hc_1m,HC_2016_2020_1M_step2.svg,VEC,med,0.07738080770679845,0.07738081120380874,3.4970102924525293e-09,yes,no,author_data_deterministic_replay
BOX-123,hc_1m,HC_2016_2020_1M_step2.svg,VEC,q3,0.20819135111700493,0.20819135321245266,2.0954477319978793e-09,yes,no,author_data_deterministic_replay
BOX-124,hc_1m,HC_2016_2020_1M_step2.svg,VEC,whislo,-0.36120917285124154,-0.3612091703166471,2.53459442323134e-09,yes,no,author_data_deterministic_replay
BOX-125,hc_1m,HC_2016_2020_1M_step2.svg,VEC,whishi,0.5374697847182626,0.5374697918196238,7.101361276795615e-09,yes,no,author_data_deterministic_replay
BOX-126,hc_1m,HC_2016_2020_1M_step2.svg,PLF,q1,-0.020420859342367703,-0.020420858015211985,1.3271557186556038e-09,yes,no,author_data_deterministic_replay
BOX-127,hc_1m,HC_2016_2020_1M_step2.svg,PLF,med,0.07013181072299157,0.07013181280685032,2.0838587522220564e-09,yes,no,author_data_deterministic_replay
BOX-128,hc_1m,HC_2016_2020_1M_step2.svg,PLF,q3,0.21592475104145337,0.21592475551276363,4.471310266485062e-09,yes,no,author_data_deterministic_replay
BOX-129,hc_1m,HC_2016_2020_1M_step2.svg,PLF,whislo,-0.24749518942838578,-0.24749518742895882,1.999426957333128e-09,yes,no,author_data_deterministic_replay
BOX-130,hc_1m,HC_2016_2020_1M_step2.svg,PLF,whishi,0.5443794914839873,0.5443794954793818,3.995394459721524e-09,yes,no,author_data_deterministic_replay
BOX-131,hc_1m,HC_2016_2020_1M_step2.svg,IQS,q1,-0.023071370425432947,-0.023071367577755297,2.8476776492425415e-09,yes,no,author_data_deterministic_replay
BOX-132,hc_1m,HC_2016_2020_1M_step2.svg,IQS,med,0.14954481553350085,0.14954481826319238,2.729691528369216e-09,yes,no,author_data_deterministic_replay
BOX-133,hc_1m,HC_2016_2020_1M_step2.svg,IQS,q3,0.3039463996432834,0.3039464032210561,3.577772689222769e-09,yes,no,author_data_deterministic_replay
BOX-134,hc_1m,HC_2016_2020_1M_step2.svg,IQS,whislo,-0.2273157902684374,-0.22731578645303285,3.815404547857781e-09,yes,no,author_data_deterministic_replay
BOX-135,hc_1m,HC_2016_2020_1M_step2.svg,IQS,whishi,0.45973814566457033,0.45973815173179866,6.067228330852714e-09,yes,no,author_data_deterministic_replay
BOX-136,hc_1m,HC_2016_2020_1M_step2.svg,baseline,q1,-0.07074039561062706,-0.07074039157009138,4.040535683813573e-09,yes,no,author_data_deterministic_replay
BOX-137,hc_1m,HC_2016_2020_1M_step2.svg,baseline,med,0.03871299940684492,0.03871300224715274,2.840307822271626e-09,yes,no,author_data_deterministic_replay
BOX-138,hc_1m,HC_2016_2020_1M_step2.svg,baseline,q3,0.16517307138165715,0.16517307722588148,5.844224326700953e-09,yes,no,author_data_deterministic_replay
BOX-139,hc_1m,HC_2016_2020_1M_step2.svg,baseline,whislo,-0.3081942289114511,-0.30819422558838605,3.3230650453575095e-09,yes,no,author_data_deterministic_replay
BOX-140,hc_1m,HC_2016_2020_1M_step2.svg,baseline,whishi,0.4644456682766593,0.464445671809675,3.5330157133195428e-09,yes,no,author_data_deterministic_replay
BOX-141,hc_3m,HC_2016_2020_3M_step2.svg,PVS,q1,0.12836888278289937,0.12836888082884246,-1.9540569162757038e-09,yes,no,author_data_deterministic_replay
BOX-142,hc_3m,HC_2016_2020_3M_step2.svg,PVS,med,0.2898616534866051,0.28986164913860646,-4.347998627807215e-09,yes,no,author_data_deterministic_replay
BOX-143,hc_3m,HC_2016_2020_3M_step2.svg,PVS,q3,0.38934141741504064,0.3893414138933683,-3.5216723426323426e-09,yes,no,author_data_deterministic_replay
BOX-144,hc_3m,HC_2016_2020_3M_step2.svg,PVS,whislo,-0.19878393059816712,-0.1987839275168013,3.0813658291606316e-09,yes,no,author_data_deterministic_replay
BOX-145,hc_3m,HC_2016_2020_3M_step2.svg,PVS,whishi,0.44461330721594583,0.44461329978343944,-7.4325063881275355e-09,yes,no,author_data_deterministic_replay
BOX-146,hc_3m,HC_2016_2020_3M_step2.svg,RAPS,q1,0.07243497715709335,0.07243497374502197,-3.4120713754415277e-09,yes,no,author_data_deterministic_replay
BOX-147,hc_3m,HC_2016_2020_3M_step2.svg,RAPS,med,0.257686706097743,0.25768670336480637,-2.732936654759044e-09,yes,no,author_data_deterministic_replay
BOX-148,hc_3m,HC_2016_2020_3M_step2.svg,RAPS,q3,0.34703807659858044,0.3470380730566492,-3.5419312482964926e-09,yes,no,author_data_deterministic_replay
BOX-149,hc_3m,HC_2016_2020_3M_step2.svg,RAPS,whislo,-0.23315949376352973,-0.2331594922016711,1.5618586424182013e-09,yes,no,author_data_deterministic_replay
BOX-150,hc_3m,HC_2016_2020_3M_step2.svg,RAPS,whishi,0.5014563640168502,0.5014563561430162,-7.873834029226146e-09,yes,no,author_data_deterministic_replay
BOX-151,hc_3m,HC_2016_2020_3M_step2.svg,EVC,q1,0.055888029485775315,0.05588802695956252,-2.5262127945069324e-09,yes,no,author_data_deterministic_replay
BOX-152,hc_3m,HC_2016_2020_3M_step2.svg,EVC,med,0.2554337090466149,0.2554337062231409,-2.823474010149596e-09,yes,no,author_data_deterministic_replay
BOX-153,hc_3m,HC_2016_2020_3M_step2.svg,EVC,q3,0.3526190637313783,0.35261905929901083,-4.432367473050647e-09,yes,no,author_data_deterministic_replay
BOX-154,hc_3m,HC_2016_2020_3M_step2.svg,EVC,whislo,-0.18124330637740416,-0.18124330407287736,2.304526791618855e-09,yes,no,author_data_deterministic_replay
BOX-155,hc_3m,HC_2016_2020_3M_step2.svg,EVC,whishi,0.5880345335758729,0.5880345280577772,-5.5180956470834985e-09,yes,no,author_data_deterministic_replay
BOX-156,hc_3m,HC_2016_2020_3M_step2.svg,VEC,q1,0.09143327101889442,0.09143326728345455,-3.73543987408631e-09,yes,no,author_data_deterministic_replay
BOX-157,hc_3m,HC_2016_2020_3M_step2.svg,VEC,med,0.24279821835626691,0.24279821417433234,-4.181934576408253e-09,yes,no,author_data_deterministic_replay
BOX-158,hc_3m,HC_2016_2020_3M_step2.svg,VEC,q3,0.34059737271635293,0.34059736967922666,-3.037126272698032e-09,yes,no,author_data_deterministic_replay
BOX-159,hc_3m,HC_2016_2020_3M_step2.svg,VEC,whislo,-0.03691748473523038,-0.03691748596663613,-1.2314057551421342e-09,yes,no,author_data_deterministic_replay
BOX-160,hc_3m,HC_2016_2020_3M_step2.svg,VEC,whishi,0.6269766506583656,0.6269766435823254,-7.076040198228384e-09,yes,no,author_data_deterministic_replay
BOX-161,hc_3m,HC_2016_2020_3M_step2.svg,PLF,q1,0.09494370369171667,0.09494370244540523,-1.246311442937298e-09,yes,no,author_data_deterministic_replay
BOX-162,hc_3m,HC_2016_2020_3M_step2.svg,PLF,med,0.25056864530640977,0.25056864175449817,-3.5519115981763605e-09,yes,no,author_data_deterministic_replay
BOX-163,hc_3m,HC_2016_2020_3M_step2.svg,PLF,q3,0.3388900989920581,0.33889009268686154,-6.305196531553037e-09,yes,no,author_data_deterministic_replay
BOX-164,hc_3m,HC_2016_2020_3M_step2.svg,PLF,whislo,-0.24981482203422867,-0.24981482134595812,6.882705516630949e-10,yes,no,author_data_deterministic_replay
