path,bytes,sha256,role,compile_status,contains_redacted_credential_pattern,paper_result_input,paper_result_output
Code/Data/.idea/misc.xml,201,1fdb57c4e3c9a6b4c097c146adf30b70c7d0dab07b24ffc1b31160974f915a09,other,not_python,no,no,no
Code/Data/.idea/modules.xml,260,35b3d8c4ef7447d826f252ebdc724a649e80bf773a8f47ac1e3d5ec4aaf404df,other,not_python,no,no,no
Code/Data/AA.xlsx,47213,96ab8d4a76e917efbc510ca01a88d4971e16dbd6b087f8e81473ecdd77bbd00d,author_input_workbook,not_python,no,yes,no
Code/Data/AAL.xlsx,74010,8936e9c5287a954c8693ef556adefd9618b19f21f6e05143527e0062d870bfd5,author_input_workbook,not_python,no,yes,no
Code/Data/AAPL-US.xlsx,34014,6a060c499ce01c901f8cfd1a51a9d8de658de7e385b8d869127c2fac74da5982,author_input_workbook,not_python,no,yes,no
Code/Data/AAPL.xlsx,97510,69c5c0e72437fd8bc026d48f0d012310b1e04377f4e1ce18506799ec0f811e21,author_input_workbook,not_python,no,yes,no
Code/Data/AJG.xlsx,58062,1e431c2565abe9cc0c2cd4b224bacfcf805d9f7ad9309b1ddf4cdc04cc46afee,author_input_workbook,not_python,no,yes,no
Code/Data/AM.xlsx,27295,6883e23efa33b32b906a0aa031655eb37cd548aeeb8314ad95779f6e116df964,author_input_workbook,not_python,no,yes,no
Code/Data/AMAT.xlsx,79005,d0ddc0f5a5cad3ca34205227bfdc249308e04015cc7b1ccda158965b648c7f93,author_input_workbook,not_python,no,yes,no
Code/Data/AMC.xlsx,38155,7a1cd0d4b3018d86550b5f061545709b8233e5e98f4012e58bcf7665d2282067,author_input_workbook,not_python,no,yes,no
Code/Data/AME.xlsx,78586,c430ba17a66f91414c5d9c580c1eebb0c941adba6d9f3518d0549f5e991d08b5,author_input_workbook,not_python,no,yes,no
Code/Data/AMGN.xlsx,78004,9be6fb30a919e553d83cb2098b3873701150432acf291b62e05f87be2db015f5,author_input_workbook,not_python,no,yes,no
Code/Data/AMT.xlsx,59520,6e1b797a10b21ec6a3d632d0c099d2c369e23bcc91994bba3b260046e030f478,author_input_workbook,not_python,no,yes,no
Code/Data/AMZN-US.xlsx,33203,8fab1084105249abd33ed11506d0d6c1702ea49036afd74d5ffd01d29c8934e3,author_input_workbook,not_python,no,yes,no
Code/Data/AMZN.xlsx,97655,729735262de3470295e85c475b40c2e60614620f029cc7a3a3040c61478ae38c,author_input_workbook,not_python,no,yes,no
Code/Data/APLS.xlsx,26583,5b19ceacfcff36bc4347dc9eddacdf65bdfb71ea3ba92ba62b79c4492cf38746,author_input_workbook,not_python,no,yes,no
Code/Data/AR.xlsx,39706,e98fdd7fb7cf2dd73609c637d4fd6270ab26bb40eb5ed19d264935fccc8537d9,author_input_workbook,not_python,no,yes,no
Code/Data/ARW.xlsx,76394,4f914e445075b5b01df3f485b48cabac776b692ac3db5edd207a64c11bfe9192,author_input_workbook,not_python,no,yes,no
Code/Data/BKR.xlsx,77184,b68f2ab535cf8c28424da59859d6e215eac808e934c7cdfa4dd1a5ca2bf51a0c,author_input_workbook,not_python,no,yes,no
Code/Data/CF.xlsx,63805,33d2354dc48361f300722ad7f8005da0f997afd2ab02e5fc82d98a5861949a9e,author_input_workbook,not_python,no,yes,no
Code/Data/COTY.xlsx,42387,ee3ffa42c97484eba929bd1867caef54655bb57b24b61a64c0b7d5dd4a04a317,author_input_workbook,not_python,no,yes,no
Code/Data/CRL.xlsx,70820,a7808c86701f62b4ad2f2e395993627432cbacf64db725da5f624fa9fdbf97ec,author_input_workbook,not_python,no,yes,no
Code/Data/CTRA.xlsx,80219,ce58c9ff66ffbb6d3278c53ae720cb47df44490c66b5235779f7e7ad6fcff647,author_input_workbook,not_python,no,yes,no
Code/Data/DAL.xlsx,70930,d3fc254b3a43afc3a9ec13251018dc79b693710747da550671ce22445cbeea13,author_input_workbook,not_python,no,yes,no
Code/Data/DFS.xlsx,31338,6aad226ae5a41f0390b87799166e6d3f96aef0e1247d228e395df2c94753f66d,author_input_workbook,not_python,no,yes,no
Code/Data/DTE.xlsx,78165,e0d173144fe82ee2b22eb8cb670a08a313f1632f1a8c1d2a1ed0da7da862cd5b,author_input_workbook,not_python,no,yes,no
Code/Data/DVN.xlsx,79261,f4b0f6c918984662a3d6e656413a678b0bafbeb3855bfec990a3c0de36f9ea19,author_input_workbook,not_python,no,yes,no
Code/Data/EMN.xlsx,78943,98a140ef68e9d3967b232f819fa443cf05159f33153f8954c73430f789928c49,author_input_workbook,not_python,no,yes,no
Code/Data/EQH.xlsx,23624,cf893efdbbb9dc9756a9a89b18a7e477520dbf702a25e790fc709221de96f50c,author_input_workbook,not_python,no,yes,no
Code/Data/EQT.xlsx,79749,9e0f3cfdf62e3953edf56ebb62b66d07d49ebe3ef483a8037f0f97691a0596d8,author_input_workbook,not_python,no,yes,no
Code/Data/EWBC.xlsx,36733,788dc6030b033a8e2668aae16c6f3de537493a1a8492e3dd7fcfe07e7d32bfcd,author_input_workbook,not_python,no,yes,no
Code/Data/EXAS.xlsx,63802,6adedd5a99cc92ba483b0f785c87b9ce18badab3e0b34c80dd16d7d85dbfc6de,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/.DS_Store,6148,b7b66e2ef9aabb0a8ac1b81a4a6e06d9fba1b370bb79aa184ebb64ed0392d71f,other,not_python,no,no,no
Code/Data/Energy/DEC start/APA.xlsx,57381,dc8a4b87118fa2a1798a4c6f7f06d2dea635ad736adc967ccba21fa8df5c6675,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/BKR.xlsx,56101,017f7ed5efaf50b80dabf80244f87a0441a0f2a953fbd78160d429c743f61266,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/COP.xlsx,56874,e878e111036b582c35a43013ba2f399f40ce08494f7d1f570fdf6d4db0905985,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/CTRA.xlsx,57394,b3f6f7f706481e19d6026a7b463ed19bac86832602e64fcefcdab4cbc585d3c7,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/EOG.xlsx,57382,58cb4cab363c8e6d6550e1c9af551b7b381918142b99c7cdc4246e3eb31fc044,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/FANG.xlsx,54586,ef5b134ec1bb8b8c7ad2e72f5ed399bee813e3e63f1c8862a68d1588d772dc44,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/HAL.xlsx,56014,a5ac271f5de3709dd968637ebb6610eed10b3563506baaef636771fd75720b34,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/HES.xlsx,57573,e27f38ace51dda46277b60910b79e092ebe7f9b9e1d929dc40ae94197c39e020,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/KMI.xlsx,55972,56a6c001c90cb7d9df5254b9a2e61d7a25860eb6fb35e1264a491db64fa62a8a,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/MPC.xlsx,54628,62371224d447ab1eb2a5ead80837dd376515ced3699ccf83ded4d335181d6172,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/MRO.xlsx,56384,3cc2a3a6aaa0adaf67e4dbc35218cda89fd567558c139777da8a2e2b3ad1fdc9,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/OKE.xlsx,55864,21bb54dbc0a8394ef2e634e95a3a4c1826655fe2bdb1b7e89e8751ef64ac5559,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/OXY.xlsx,57183,76e0e028028db731b5f7fec370a5d9e8fc411f3b2eec6c9d37a76efe8c6b42f2,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/PSX.xlsx,53194,95cbef6643996675b3bfea42ba1a74b95823b41830c952dbb14f104bccce5b32,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/PXD.xlsx,56997,f19499e19d5b824b813d0bae0f38dec571fa57620f1a01b08e203ffa0a123961,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/SLB.xlsx,56182,906eebc311f906d95b8f090ae26f512ac24d7ad4bc53bd07e0c8cc4c5aeaff15,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/TRGP.xlsx,45340,c90cadb639c278b403852fe0acbf83aeab76c8fa2d744d34363859108e47c391,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/VLO.xlsx,56441,78437a0a527a63cbc671296710bd98919e06d26f36bca04c80cd0cd8aaeb85b9,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/WMB.xlsx,56982,082da6195042a0e8bd32359e821ffeb324112e466266121ad1c0616523eb81b4,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/XOM.xlsx,56367,89b28ab5d762459eadc79791281c082172b89f1b966588622e85eb9c31d21297,author_input_workbook,not_python,no,yes,no
Code/Data/Energy/DEC start/~$APA.xlsx,165,a56509277035f865d54f697560634f21da3e36da0c983cc6f72ebb79ec3b73eb,author_input_workbook,not_python,no,yes,no
Code/Data/FBIN.xlsx,43099,2f53421e101964701f3316712d20dde3866e08e32574847a36c004d12d0eedae,author_input_workbook,not_python,no,yes,no
Code/Data/FCX.xlsx,77873,4f652e765469fecfc55fa08e3a1251594fa3b43f7ff6ba7198907da9f5b6b10c,author_input_workbook,not_python,no,yes,no
Code/Data/FERG.xlsx,20768,d73d709b5f90629f6f05143c4c5c3ffae8b3a52c001eda47f16a7181541d9e6f,author_input_workbook,not_python,no,yes,no
Code/Data/FR.xlsx,58215,a3d43f70b88bbf62b37690c5ba6a91b976b57360db5c2217d5d37584b4e74e46,author_input_workbook,not_python,no,yes,no
Code/Data/FTI.xlsx,29289,c325f5b2d1f317136f9778425142f3db8f588dc5c2c7879b62bb70f8f11f66ff,author_input_workbook,not_python,no,yes,no
Code/Data/GIS.xlsx,47664,15fd40ed7e342e1018a8323fd78a25fc1e0cceb97454a5bf61ff07f4fb6d02f2,author_input_workbook,not_python,no,yes,no
Code/Data/GOOG-US.xlsx,31993,5e0909b55da8ea2baff894a89d493b82a7210e098025c53dfdade77148999468,author_input_workbook,not_python,no,yes,no
Code/Data/GOOG.xlsx,73734,54517f296bf6df6761b85c40e16915dae0261e315b8f297643675b2466bf5274,author_input_workbook,not_python,no,yes,no
Code/Data/GOOGL-US.xlsx,32355,400b721d6540a9308b8aaf22ae1ff4d58c4ae093b4ee1feae80008dc36b1c077,author_input_workbook,not_python,no,yes,no
Code/Data/GOOGL.xlsx,77968,18874406b99e402cbb4eca56c21a2b15f12b4ae96ac239c0f05c0bbb17eb23ef,author_input_workbook,not_python,no,yes,no
Code/Data/H.xlsx,36879,e5e567cec183b8856a9e989d5931d0ed06c48a394fe922cef1270662587eff12,author_input_workbook,not_python,no,yes,no
Code/Data/HAL.xlsx,79187,2161fccc36d8dafc734cdaa25ceae78e73e8d2bd08d0f35c916a83d38a7d084b,author_input_workbook,not_python,no,yes,no
Code/Data/HD.xlsx,101223,afdf3ee6daf9a3273dfd9c56599321480a4027ef9b6c3bb1b19b7ba56a1f19d0,author_input_workbook,not_python,no,yes,no
Code/Data/HES.xlsx,81159,db49fe4d01fa8f30d58f463a20a0ff360b1a82cfc31b572a42df79f848087bb5,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/.DS_Store,8196,752e83ac87d3fd2df542f7daff24bc616cc7e18d4539e750e5485cf904eec7aa,other,not_python,no,no,no
Code/Data/Health Care/CI.xlsx,29978,e022a0526207adc7f2e61eca96363605928ca86d1fa8dce116e6bfc986bc18b2,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/CNC.xlsx,27942,e80674acb0dca5e249376d64c91eabd5796bd14aad1ca73fda66e4c904c8ebb9,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/.DS_Store,10244,e2ee3a3119458ae23f64418b776e58f8a5f804969ce79b883ca0e72f4ff2945a,other,not_python,no,no,no
Code/Data/Health Care/DEC start/ABBV.xlsx,54676,9e1c961f0a8452a75744305cd34065110ded9246fe85e90c81a5b87b72a3e5ee,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ABT.xlsx,56379,9628bd8eb5b190072431f677fcf2296d2a42e05b54470e984c8d2b49da911c7a,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ALGN.xlsx,49140,c20a2ec04e5fec8dc27edbeb9268bae326124d8f9da07c98230e17e29131c08c,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/AMGN.xlsx,56836,29da9e3a5abe07911a981ea9360288895f278678dd7f3af38341db8815e1d986,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/BAX.xlsx,56409,826cbb033b9b8a467f179c5b8f372b4b335d40837464c1110d761b0053185917,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/BDX.xlsx,57325,204dbe1640839dfef14a73fdd06b9fcfa8f92948bcd2856be73abbda8e95d316,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/BIIB.xlsx,54497,15c0a6c9338e0e2c6f105571dcccf33a97b0e288509627ea6042f8658e82e907,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/BIO.xlsx,54475,7e6fcef78341f7e21d0149d8afb925073c71849a593d16ac3cdac0102a134951,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/BMY.xlsx,56792,414326ecbaf3a60fde0e7abecf99d5109afdfc78f1c1fd18d1255b93b5ff1154,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/BSX.xlsx,53503,8f2055fb606aba6fbd4b9cdb687744d995283523b844f4f8eb300125c7eae818,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/CAH.xlsx,56097,77db77709fdb09212d7f60ddaad7a108c252317fec3d034cc1624c015b21d73e,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/COR.xlsx,56351,b9b1c862dd8389281711400225dd1d14032afae7b41727c3ceccc6ef0e83e82f,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/CRL.xlsx,53831,12b7aa65eb384bcc4c3f22eafafd6ee78ec1aa9efdf77d1ee043bb32350e132d,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/CTLT.xlsx,53442,77be743856bd26f49a8576e6a75c3b28b28d47b85a267351658eff68abe37ba4,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/CVS.xlsx,55707,d7b31875b39ebe7b924d28a6c1fb2c4d27f5d32f743e1da947a6a05a4d0b82de,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/DGX.xlsx,55750,41d64eadc14d74ba149ca68ba65067e977536fba1b601ac594c7b24221704abf,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/DHR.xlsx,56588,41b8cfcc106f72cef8a1c5610155a69d903c5244b152a88ebdcead234cea7dd3,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/DVA.xlsx,54513,d0ea8afa7a97f9c4f87e87c3951cdc722b4ba8cd89fea1d09cd8f853d70a2e19,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/DXCM.xlsx,53949,efbae3606c8f60c19c263ed9d88b76d1c342b131f43d3e8c339230f84e18d8e4,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ELV.xlsx,29144,45f7ceb4ddd0ae065fb5866444b7956b245dda3f3b55ad522278138a2d1ab008,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/EW.xlsx,52719,38131dd5ea5c93aeb392ad853bf26031f5bf0bbed58308bb138e14633a9ae47a,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/GILD.xlsx,56359,622df564893318e6352a47336136391b9e47aa80e4b83cac30a9c80865f7a1f1,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/HCA.xlsx,53624,c65214262e8f24193aa3ab01cd6d584d7ac4017d4cef98b8e0e55f1f665c9ec3,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/HOLX.xlsx,54577,652c6451e9079bfa271d017ab203a9aa12f840c1e0c7b2a283c525332b33566d,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/HSIC.xlsx,53962,1c4167ef4939e9ba1c4d530a657f6bbc6c1e2cccdefbf4b991c6a3677f2703f5,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/IDXX.xlsx,54372,75127d6ae3bb296033502c7b3f33502c4be25a3b5a1337d5c00612d67dcaf0a5,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ILMN.xlsx,54399,9863877d362af9bf71cde6595b4f663e0022d84faf53237570d91cdf22e3526d,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/INCY.xlsx,54696,bea1d25e3103c8d2c4135c41447725337213fda4d8cdd73ba61492eb94367abe,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/IQV.xlsx,47828,383afc99405b05acf278a26a8d2aec2fc6d52024c679d6f6f6c51314aaedd0ec,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ISRG.xlsx,47623,7f8031e4465c350b8d9341f67d7be1412dfc0f13340a170902d09b2e8c97f728,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/JNJ.xlsx,100602,939cd5b404074b1f18cec96d6d03f84075c31cbbd012781857b1f0c11353bdba,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/LH.xlsx,54906,ba5648f6926e8a19e068fd0f5f75d11a826071116dbc48040dcf76a32c2f54e8,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/LLY.xlsx,56870,f42530c3a9f8574ee04d834bf5109e46bd581bb82ac4aecf27144c21c16ae325,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/MCK.xlsx,55998,99f0936162c7408421eb9391fabe830ce9258fa0b34d1c812a53e2db2d11419e,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/MOH.xlsx,26873,f65d8f72c99abc1a9c2e1f0132d53678d196a2733440f614001b9ec78b1a8010,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/MRK.xlsx,56121,90b4f9a7d84573ee3b311109d02a8ca711668f9eb267650f5c80c2b266ea6781,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/MRNA.xlsx,30107,a6b1f5ef5af5bf3d09113565f587a0f92e9507d598cde24c0ff7de7592407eaa,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/MTD.xlsx,54548,c7eeeb2bb2e1d5fc7fd78853ec8df0c8f6d13fe41278ac4640fe001741ab2337,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/PFE.xlsx,56329,bc800460b3056a6e669fce26660e8c6b30c4e3ae413713b59dd70fadf7eae780,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/PODD.xlsx,55717,4b78904994fda295984ca6dc3b8511aab53dcd8183432369a8f4483444c251c1,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/REGN.xlsx,54614,68aab39b5cacc50e9c0ed73d95dd2dbd35d8a023b43ea3e5afaf4c3666b36111,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/RMD.xlsx,55478,ae064d4080fca1c11f95246515087d17ec1bc837603fd973f8334070b2df2376,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/RVTY.xlsx,56410,4ff111bb1d06927c1cf34698360e88468b548b59e35c2f64b8c6e45b4af52cef,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/STE.xlsx,55847,7ea1056f54a352753e09650299530271f886c2d8fe6afa240c966cf4d641a0ee,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/SYK.xlsx,53303,67d3ca17145e68463ac8181c3560e8b549708422a99d94979d8a716e9fe20ed7,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/TECH.xlsx,55263,efdaa37c6da9764f293ae14af72806c13520fbd2fa19622618e8c6bf464be7c0,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/TFX.xlsx,56304,dc262b70630931eb609c4a75db7f899ff7562fd9970a595ed7dbf3d70cba6a86,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/TMO.xlsx,56422,428c18f44080c1989906a6bdd2c848be0a877da861c78665fa79d94f2c230e65,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/UHS.xlsx,55959,075de988ae9ed10d89da7a25a7d0687592b5e38ce3034c7d8896e5f8a5b91c50,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/UNH.xlsx,48063,61c28e96871c49592ebcc38ddacb182674a35175ef4125c7ac6184065e7e1a99,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/VRTX.xlsx,55381,4f99da4a55c8e58142e20c7004027aceadd4e6c9b4df778849ab608582dc4126,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/VTRS.xlsx,55332,1cb5e39bc0d98ca98db004f92e93402e1ff66de576a0d3fe5fe6ae75eeea4125,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/WAT.xlsx,54436,312f85d296a3b5346aa0406e1fc18a70d6ed9ba77d0cf1f5e8b7310e48e20489,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/WST.xlsx,56359,ebe6deb2842f9c5bf26dad62d51496e58bf364e74ee3e735546c3c9f73ae9b57,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/XRAY.xlsx,55552,46f0c4597e0eebc787569a268b330bbd9f2caf01cc1f06afd2cb41e29480396e,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ZBH.xlsx,55924,d2f1051691ea49b7d375804d01bcb3f40fe050a920de69c2d0fd480053739901,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/DEC start/ZTS.xlsx,54514,fef7ccc1560b7c5381e75b1c5e1d83c0ddb0d5db2c6a2786ba3359b4a956fa8e,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/GEHC.xlsx,15321,58f479492570ffddb978ccc31715954a1535eed0bfbb5d7ad83bb5e246fea31a,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/JAN start/.DS_Store,6148,307755e45baa23c9cf092d0275519a580c9bb9d7d26acf8644538a2c2a24538e,other,not_python,no,no,no
Code/Data/Health Care/JAN start/A.xlsx,55468,82a8f41acf0327242dbf526de96681d9df7ee7b5ad64bc78884876723acef423,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/JAN start/COO.xlsx,57381,659f2d7e3bc53b04fe341f38b6e66ac50d7ea9e61e887911355568e2a3ef95ef,author_input_workbook,not_python,no,yes,no
Code/Data/Health Care/JAN start/MDT.xlsx,56976,f93ad7c3f4786d826c37f5391166e4151c6b1c057f5f5fb5749a9f348ed60d04,author_input_workbook,not_python,no,yes,no
Code/Data/INTC.xlsx,101154,2d3dcd3d8c7bd260868a08142bc5360c69ad2780f8d7564994e2dfcb7e51c9c3,author_input_workbook,not_python,no,yes,no
Code/Data/IPG.xlsx,74175,62a9d9ee8049be61a05f06f2dcd04b9ca09984a7e7b89b88c9c4b2bedea1c534,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/.DS_Store,8196,1e75df0fef3676bd7d650904978239eaeb6acc68a0b8075eec5050837a9eef26,other,not_python,no,no,no
Code/Data/Information Technology/DEC start/.DS_Store,10244,b333ffe942888a37dadcb3ae81efdf06534c31a1a8d6b0f2d85c56d9f40c1502,other,not_python,no,no,no
Code/Data/Information Technology/DEC start/AAPL.xlsx,97561,5c84b8124131b4beb69d43eb3afb3452ce75f4b4c420d11f3d64b861e7e6fd2d,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/AKAM.xlsx,49987,b0f70396b0c08739e926b84403fbbb9be5489ebea0c95b48100f3a136df5d817,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/AMD.xlsx,54801,abc283557ad38cabeb4bf82799fbb1facc39103b1c0bc9b1933fefc714b95d9d,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/ANET.xlsx,44480,8e932ff3fa3247322085bec349b5399f6502b7321163da25f57940b157529ee4,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/ANSS.xlsx,49551,3f025d322f5d30b63febe9cd8f2baf0c7a7135087775f039af1be1b6ce0783f7,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/APH.xlsx,55486,90cf1064c264e61acfbdfb19eb8f47337953de6d6404efc955a729daac019bfb,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/CDNS.xlsx,54122,c924ec58821a67a5cc0c1b42ec3ca5d15f9053e307a5171a5693a3b1363d9a8c,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/CDW.xlsx,55787,9d841c2bf17f53a307240ed191063c83f238162c0b15c81017309f13bb1567f8,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/CTSH.xlsx,50756,6dbcac110871dca338a469491765bc5b19d8250bc1d38e59e6bc6afced896e5e,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/ENPH.xlsx,54304,b36b052042dd528824e9df24a073600318c9bf35e3a6ad6ca475a962c801ae8e,author_input_workbook,not_python,no,yes,no
Code/Data/Information Technology/DEC start/EPAM.xlsx,46719,df00074cdf1f30e7485eeab212f81dd276a2468a98c02496cd268b08ff2495c5,author_input_workbook,not_python,no,yes,no
