canonical_work_id,bibtex_key,title,year,source_name,candidate_id,paper_ref,proxy_formula,mapping_fidelity_tier,implementation_basis,replication_scope,source_evidence_status,mapping_support_note,central_omitted_components,benefit_of_doubt_implementation,negative_evidence_boundary,mapping_frozen_before_us_returns_inspected,independent_second_coder,capm_alpha_annualized,capm_alpha_t_hac,capm_p_value_two_sided,capm_holm_p_value,capm_positive,capm_nominal_positive,capm_holm_positive,ff3_alpha_annualized,ff3_alpha_t_hac,ff3_p_value_two_sided,ff3_holm_p_value,ff3_positive,ff3_nominal_positive,ff3_holm_positive,ff5_mom_alpha_annualized,ff5_mom_alpha_t_hac,ff5_mom_p_value_two_sided,ff5_mom_holm_p_value,ff5_mom_positive,ff5_mom_nominal_positive,ff5_mom_holm_positive,ff5_mom_jkp132_alpha_annualized,ff5_mom_jkp132_alpha_t_hac,ff5_mom_jkp132_p_value_two_sided,ff5_mom_jkp132_holm_p_value,ff5_mom_jkp132_positive,ff5_mom_jkp132_nominal_positive,ff5_mom_jkp132_holm_positive,strongest_benchmark_positive,strongest_benchmark_nominal_positive,strongest_benchmark_holm_positive,alpha_attenuation_ff3_to_jkp132,alpha_attenuation_ff5_mom_to_jkp132,closest_factor_id,closest_factor_column,closest_factor_correlation,closest_factor_absolute_correlation,closest_factor_common_months,closest_factor_common_start,closest_factor_common_end
CensusArxiv241108899,CensusArxiv241108899,FinVision: A Multi-Agent Framework for Stock Market Prediction,2024,FinVision,finvision_trend_dip_risk_control,040 FinVision,rank(ret_12_1)-rank(ret_1_0)-rank(rvol_21d)+rank(qmj_safety),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0899366676527,2.3140585598,0.0206645101481,0.557941773998,True,True,False,0.0198080346707,0.593174309957,0.553064503475,1,True,False,False,0.0241807367004,0.870982395164,0.38376376564,1,True,False,False,-0.0529868065014,-2.19220979039,0.0283643618572,1,False,False,False,ff5_mom,capm,none,0.0727948411721,0.0771675432018,betabab_1260d,char__betabab_1260d,-0.795674028409,0.795674028409,246,2001-08-31,2022-01-31
CensusArxiv241220138,CensusArxiv241220138,TradingAgents: Multi-Agents LLM Financial Trading Framework,2024,TradingAgents,code_tradingagents_multi_agent,023 TradingAgents,rank(ret_12_1)+rank(dolvol_126d)+rank(qmj_safety)+rank(sale_gr1)-rank(rvol_252d)-rank(beta_252d),M0_narrative_translation,in_spirit_reconstruction,code_link_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.178845970525,3.3184016833,0.000905341877213,0.0416457263518,True,True,True,0.071724598905,1.99954851787,0.0455490378251,1,True,True,False,0.0758072978769,2.28787117471,0.0221450244058,1,True,True,False,0.00348713226924,0.119153405781,0.90515382038,1,True,False,False,ff5_mom_jkp132,ff5_mom,capm,0.0682374666357,0.0723201656077,betabab_1260d,char__betabab_1260d,-0.897620899734,0.897620899734,246,2001-08-31,2022-01-31
CensusArxiv250200415,CensusArxiv250200415,MarketSenseAI 2.0: Enhancing Stock Analysis through LLM Agents,2025,MarketSenseAI 2.0,marketsense_value_momentum_quality,037 MarketSenseAI 2.0,rank(be_me)+rank(ret_12_1)+rank(qmj)+rank(sale_gr1),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0408983267419,0.801628553853,0.422767855381,1,True,False,False,-0.0175114104208,-0.42977279727,0.667360922709,1,False,False,False,0.0104752694401,0.26444053538,0.7914404801,1,True,False,False,-0.014853143526,-0.380046573876,0.703910843308,1,False,False,False,ff5_mom,none,none,-0.00265826689474,0.0253284129661,mispricing_perf,char__mispricing_perf,0.700847830676,0.700847830676,246,2001-08-31,2022-01-31
CensusArxiv250213165,CensusArxiv250213165,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,2025,HedgeAgents,hedgeagents_balanced_lowrisk_alpha,044 HedgeAgents,rank(qmj)+rank(be_me)+rank(ope_be)-rank(rvol_252d)-rank(beta_252d)-rank(betadown_252d),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0923828103359,1.42047520042,0.155469383453,1,True,False,False,0.0248858848912,0.449417058482,0.653130827958,1,True,False,False,-0.00239357804559,-0.0469025955601,0.962590859415,1,False,False,False,-0.0777643421338,-2.07980539736,0.0375433858554,1,False,False,False,ff3,none,none,0.102650227025,0.0753707640883,betadown_252d,char__betadown_252d,-0.889785466409,0.889785466409,246,2001-08-31,2022-01-31
CensusArxiv250216789,CensusArxiv250216789,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,2025,AlphaAgent,repo_alphaagent_decay_resistant_quality,003 AlphaAgent,rank(ope_be)+rank(ocf_me)+rank(qmj_safety)+rank(at_turnover)-rank(oaccruals_at)-rank(eqnetis_me)-rank(debt_gr1),M0_narrative_translation,in_spirit_reconstruction,repo_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.148528598845,4.09556697279,4.21136456778e-05,0.00210568228389,True,True,True,0.12245864985,4.45394381822,8.4307169717e-06,0.000421535848585,True,True,True,0.113486473533,4.36773723391,1.25540402205e-05,0.000627702011025,True,True,True,0.0924108926775,3.01841873953,0.00254097536681,0.124507792974,True,True,False,ff5_mom_jkp132,ff5_mom_jkp132,ff5_mom,0.030047757172,0.0210755808558,ebit_bev,char__ebit_bev,0.606716066084,0.606716066084,246,2001-08-31,2022-01-31
CensusArxiv250511122,CensusArxiv250511122,Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Factor Mining,2025,Alpha-Jungle,alpha_jungle_price_volume_momentum,007 Alpha-Jungle,rank(ret_3_1)+rank(turnover_126d)+rank(dolvol_126d)-rank(turnover_var_126d),M1_example_or_motif_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"The source supplies examples or economic motifs, not the complete tested score and portfolio rule.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.0313991073752,0.899144264192,0.368575823401,1,True,False,False,0.00392078603714,0.129110933217,0.897269870964,1,True,False,False,0.000580161924361,0.0187469603567,0.985042965879,1,True,False,False,0.0169337874744,0.656631605383,0.51141782161,1,True,False,False,ff5_mom_jkp132,none,none,-0.0130130014373,-0.0163536255501,dolvol_126d,char__dolvol_126d,0.563162077449,0.563162077449,246,2001-08-31,2022-01-31
CensusArxiv250511122,CensusArxiv250511122,Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Factor Mining,2025,Alpha-Jungle,alpha_jungle_volatility_compression_trend,007 Alpha-Jungle,rank(ret_3_1)+rank(ret_12_1)-rank(rvol_21d)-rank(ivol_capm_21d),M1_example_or_motif_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"The source supplies examples or economic motifs, not the complete tested score and portfolio rule.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.151003568079,3.2302393618,0.00123686620029,0.0544221128128,True,True,False,0.0629131654054,1.52893353907,0.126280920717,1,True,False,False,0.05258489736,1.56475280867,0.117640880852,1,True,False,False,-0.0200220807319,-0.723706576452,0.469245894826,1,False,False,False,ff5_mom,capm,none,0.0829352461374,0.072606978092,prc_highprc_252d,char__prc_highprc_252d,0.888229465965,0.888229465965,246,2001-08-31,2022-01-31
CensusArxiv250514738,CensusArxiv250514738,R&D-Agent: An LLM-Agent Framework Towards Autonomous Data Science,2025,R&D-Agent-Quant,repo_rd_agent_factor_model_compact_ensemble,006 R&D-Agent-Quant,rank(be_me)+rank(ope_be)+rank(gp_me)+rank(ret_12_1)-rank(rvol_252d)-rank(beta_252d)-rank(at_gr1),M0_narrative_translation,in_spirit_reconstruction,repo_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0361728872813,0.511142769773,0.609251089284,1,True,False,False,0.0029019023688,0.0539997775425,0.95693534148,1,True,False,False,-0.0300940138186,-0.588318397904,0.556318598865,1,False,False,False,-0.0783251581002,-1.84217875526,0.0654490069238,1,False,False,False,ff3,none,none,0.081227060469,0.0482311442816,ivol_capm_252d,char__ivol_capm_252d,-0.77794540349,0.77794540349,246,2001-08-31,2022-01-31
CensusArxiv250717211,CensusArxiv250717211,EFS: Evolutionary Factor Searching for Sparse Portfolio Optimization Using Large Language Models,2025,EFS,efs_momentum_low_vol_breakout,002 EFS,rank(ret_3_1)+rank(ret_6_1)+rank(ret_12_1)-rank(rvol_21d)-rank(rvol_252d)+rank(rmax5_rvol_21d),M1_example_or_motif_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"The source supplies examples or economic motifs, not the complete tested score and portfolio rule.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.156125038439,2.8354174358,0.00457658429229,0.187639955984,True,True,False,0.0511367963887,1.11403306695,0.265265001066,1,True,False,False,0.0319122934807,0.883895387079,0.376752687604,1,True,False,False,-0.0201816843644,-0.583053280679,0.559857433054,1,False,False,False,ff5_mom,capm,none,0.071318480753,0.0520939778451,prc_highprc_252d,char__prc_highprc_252d,0.914691799543,0.914691799543,246,2001-08-31,2022-01-31
CensusArxiv250717211,CensusArxiv250717211,EFS: Evolutionary Factor Searching for Sparse Portfolio Optimization Using Large Language Models,2025,EFS,efs_short_reversal_low_noise,002 EFS,-rank(ret_1_0)-rank(rvol_21d)+rank(qmj_safety),M1_example_or_motif_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"The source supplies examples or economic motifs, not the complete tested score and portfolio rule.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.115401932636,2.37478944865,0.0175589631062,0.494271687887,True,True,False,0.0637462430955,1.62696369889,0.103744807819,1,True,False,False,0.0591862622897,1.49626056214,0.134585768003,1,True,False,False,-0.0271951194859,-0.934320472002,0.350138607229,1,False,False,False,ff5_mom,capm,none,0.0909413625814,0.0863813817756,rmax5_21d,char__rmax5_21d,-0.84472639797,0.84472639797,246,2001-08-31,2022-01-31
CensusArxiv250717211,CensusArxiv250717211,EFS: Evolutionary Factor Searching for Sparse Portfolio Optimization Using Large Language Models,2025,EFS,efs_sparse_top5_momentum_low_vol,002 EFS,top5 equal-weight long-only excess return from efs_momentum_low_vol_breakout score,M1_example_or_motif_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"The source supplies examples or economic motifs, not the complete tested score and portfolio rule.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and implement sparse top-five equal weighting; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.034228702858,1.03387767368,0.301193353635,1,True,False,False,0.015424906683,0.431352240399,0.666212270967,1,True,False,False,0.013784965204,0.422563671879,0.672613636376,1,True,False,False,0.0190025496553,0.595571688342,0.551461394807,1,True,False,False,ff5_mom_jkp132,none,none,-0.00357764297227,-0.00521758445128,ami_126d,char__ami_126d,0.237724486092,0.237724486092,246,2001-08-31,2022-01-31
CensusArxiv250720474,CensusArxiv250720474,MountainLion: A Multi-Modal LLM-Based Agent System for Interpretable and Adaptive Financial Trading,2025,MountainLion,paper_mountainlion_multimodal_allocation,038 MountainLion,rank(ret_12_1)+rank(qmj)+rank(qmj_safety)+rank(sale_gr1)-rank(rvol_252d)-rank(beta_252d),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy_no_news_available,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,news/text/event inputs; language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.142029443291,2.44028273288,0.0146757708859,0.469624668348,True,True,False,0.0316237559092,0.871807741526,0.38331327059,1,True,False,False,0.040571796193,1.19719662682,0.231229924334,1,True,False,False,-0.0173552967666,-0.531441144039,0.595113116394,1,False,False,False,ff5_mom,capm,none,0.0489790526757,0.0579270929596,betabab_1260d,char__betabab_1260d,-0.860793149743,0.860793149743,246,2001-08-31,2022-01-31
