formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,net_return
2000-05-31,2000-06-30,ok,0.13869857071280742,0.13868949605678235,1.8035552616696249,1000,936,0.0012118931657405319,0.0012118931657405319,93,93,0.24116709151054086,0.13811942108702596,2.0,0.1368950154511378
2000-06-30,2000-07-31,ok,-0.018351713319098333,-0.018359068662774133,1.682401627640599,1000,915,0.0007706772501877646,0.0007706772501877646,91,91,0.1724710792591798,0.13887231720460425,2.0,-0.020034114946738932
2000-07-31,2000-08-31,ok,0.10672509878757493,0.10671797225640979,2.3160167047673275,1000,924,0.0007123681692468983,0.0007123681692468983,92,92,0.3027652027252706,0.2023001741861875,2.0,0.1044090820828076
2000-08-31,2000-09-30,ok,0.04126661915516259,0.04125431760721781,1.6514756349623572,1000,918,0.001207691728330759,0.001207691728330759,91,91,0.38887139605500926,0.2609125428881105,2.0,0.03961514352020023
2000-09-30,2000-10-31,ok,-0.09369137909854498,-0.093691379098545,2.0564716273708186,1000,916,0.0,0.0,91,91,0.4412529560534209,0.26836752288478744,2.0,-0.0957478507259158
2000-10-31,2000-11-30,ok,-0.043925951184248635,-0.043931291267767396,2.9372306459267037,1000,925,0.003087130558429401,0.003087130558429401,92,92,0.2065353488757166,0.1304677087179234,1.9999999999999998,-0.04686318183017534
2000-11-30,2000-12-31,ok,0.08319748652296403,0.08317409789444809,2.4739469431569443,1000,928,0.004115450945537256,0.004115450945537256,92,92,0.2047199934914671,0.18387581865504793,2.0,0.08072353957980709
2000-12-31,2001-01-31,ok,-0.09775946624758865,-0.0979369517887144,2.669125507116412,1000,918,0.016925952806195455,0.016925952806195455,91,91,0.19263331822591528,0.11583993339946431,2.0000000000000004,-0.10042859175470506
2001-01-31,2001-02-28,ok,-0.06760876513252614,-0.06735630366508805,2.2762698587525456,1000,956,0.03455536099618326,0.03455536099618326,95,95,0.16470819011295576,0.09212889936372781,2.0,-0.06988503499127868
2001-02-28,2001-03-31,ok,-0.02110281601809684,-0.02107174925441602,2.166221435916455,1000,962,0.003595690240835432,0.003595690240835432,96,96,0.16682992396763355,0.09511067537761414,2.0,-0.023269037454013295
2001-03-31,2001-04-30,ok,0.03730243320994027,0.03731248058441331,2.588980104526478,1000,963,0.0013001260964090636,0.0013001260964090636,96,96,0.3012019494688496,0.14324376357328217,2.0,0.034713453105413794
2001-04-30,2001-05-31,ok,-0.033697730146676576,-0.0337127864977305,2.2117511796575533,1000,958,0.0033381298459245197,0.0033381298459245197,95,95,0.3146320871938903,0.21895186025776545,1.9999999999999996,-0.035909481326334126
2001-05-31,2001-06-30,ok,-0.013841164700587513,-0.013851040578184749,1.6778115025313176,1000,958,0.001777515766240888,0.001777515766240888,95,95,0.23397501317921446,0.16702660537054934,2.0,-0.015518976203118831
2001-06-30,2001-07-31,ok,-0.0458899547393254,-0.045885891648647106,2.8751400399749736,1000,956,0.0006774075822440375,0.0006774075822440375,95,95,0.14989512813628333,0.0753670733689263,2.0,-0.048765094779300376
2001-07-31,2001-08-31,ok,-0.002817630267744461,-0.0028176302677444653,2.573616510912127,1000,958,0.0,0.0,95,95,0.13227090547203418,0.07942298207814515,1.9999999999999998,-0.005391246778656588
2001-08-31,2001-09-30,ok,-0.08937370664382036,-0.08928636581125346,2.51358956643429,1000,966,0.01599648948111045,0.01599648948111045,96,96,0.262405064974836,0.17559168528846442,2.0,-0.09188729621025464
2001-09-30,2001-10-31,ok,0.017074209378082184,0.01707420937808218,2.5124536055639908,1000,951,0.0,0.0,95,95,0.28232945624156347,0.1435727618454843,2.0,0.014561755772518193
2001-10-31,2001-11-30,ok,-0.01725179014804092,-0.01725179014804093,2.4026855950205284,1000,963,0.0,0.0,96,96,0.21675802565576527,0.17405764557661713,1.9999999999999998,-0.019654475743061447
2001-11-30,2001-12-31,ok,-0.003082902439490214,-0.003092764419135024,2.4301434083521336,1000,974,0.0033227694221077578,0.0033227694221077578,97,97,0.17912453658714567,0.1017016764346577,2.0000000000000004,-0.005513045847842348
2001-12-31,2002-01-31,ok,-0.003113568061104322,-0.003111101545008544,1.6418022612220229,1000,971,0.0008872360056765778,0.0008872360056765778,97,97,0.15286547252933733,0.07030481720078455,2.0,-0.0047553703223263445
2002-01-31,2002-02-28,ok,-0.09415739631865379,-0.09416812640171918,2.1535516538908217,1000,973,0.0041751295974215815,0.0041751295974215815,97,97,0.17231873417497692,0.08114399582819545,2.0,-0.09631094797254461
2002-02-28,2002-03-31,ok,0.001876824994879294,0.0018768249948792992,2.7869100631033326,1000,971,0.0,0.0,97,97,0.17497163688408657,0.12259158453559879,2.0,-0.0009100850682240385
2002-03-31,2002-04-30,ok,0.035276800773505375,0.03527680077350536,2.0831426197141787,1000,951,0.0,0.0,95,95,0.15016626954326914,0.10416451729758283,2.0,0.033193658153791196
2002-04-30,2002-05-31,ok,0.007389309731898894,0.0073893097318988975,2.211180249841404,1000,917,0.0,0.0,91,91,0.1364472444185542,0.10568760794819226,2.0,0.0051781294820574895
2002-05-31,2002-06-30,ok,-0.03432358506351645,-0.03432358506351647,2.6900871192166633,1000,936,0.0,0.0,93,93,0.19932750186419798,0.13343372681285887,1.9999999999999998,-0.03701367218273312
2002-06-30,2002-07-31,ok,-0.015334633528354895,-0.01533286482735662,1.868450709968578,1000,960,0.0005868284665787149,0.0005868284665787149,96,96,0.19713545870369145,0.10355521289774147,2.0,-0.017203084238323472
2002-07-31,2002-08-31,ok,-0.0637359978295929,-0.0637359978295929,1.6163243306045265,1000,962,0.0,0.0,96,96,0.264346727554303,0.13936713586077693,2.0,-0.06535232216019743
2002-08-31,2002-09-30,ok,-0.02213976189706776,-0.022139761897067733,1.7330465071024987,1000,964,0.0,0.0,96,96,0.28074087586159263,0.14728917392269678,1.9999999999999998,-0.02387280840417026
2002-09-30,2002-10-31,ok,0.03918673844779536,0.03918673844779539,2.743836886760444,1000,933,0.0,0.0,93,93,0.3954907565170852,0.23970335716018049,2.0,0.03644290156103492
2002-10-31,2002-11-30,ok,0.0804954631118695,0.0804954631118695,2.120205490651654,1000,964,0.0,0.0,96,96,0.3022998582508542,0.18807353860626375,2.0000000000000004,0.07837525762121784
2002-11-30,2002-12-31,ok,-0.08493314495909537,-0.08493314495909535,2.6787147358983727,1000,982,0.0,0.0,98,98,0.11886170028469512,0.06750005689906317,2.0,-0.08761185969499374
2002-12-31,2003-01-31,ok,0.023019811799425274,0.02301981179942527,2.40564760034437,1000,985,0.0,0.0,98,98,0.15286629249435704,0.09501934195434648,2.0,0.020614164199080902
2003-01-31,2003-02-28,ok,0.013881973740010572,0.013879240658715859,1.8382273625071588,1000,981,0.001568933005001624,0.001568933005001624,98,98,0.17990279671919754,0.08870841430718612,2.0,0.012043746377503413
2003-02-28,2003-03-31,ok,0.025744224840256305,0.025744224840256312,2.130765968733732,1000,972,0.0,0.0,97,97,0.16765998197418563,0.09756451878702196,2.0,0.023613458871522573
2003-03-31,2003-04-30,ok,-0.0003611836296652975,-0.00036118362966529153,2.453467714906627,1000,977,0.0,0.0,97,97,0.19534922098149182,0.12058922822062192,2.0,-0.0028146513445719244
2003-04-30,2003-05-31,ok,-0.09394638535436135,-0.09394638535436135,2.602908380022334,1000,974,0.0,0.0,97,97,0.1563048660098355,0.13271870101424366,2.0,-0.09654929373438369
2003-05-31,2003-06-30,ok,0.020155723277448273,0.020155723277448273,2.1684984526241995,1000,968,0.0,0.0,96,96,0.17850638695222734,0.1276490822466837,1.9999999999999998,0.017987224824824073
2003-06-30,2003-07-31,ok,-0.031620926934989295,-0.03161792875291077,1.9923636602486592,1000,966,0.002224170681399997,0.002224170681399997,96,96,0.2080962190850565,0.13212877300894177,1.9999999999999998,-0.03361329059523795
2003-07-31,2003-08-31,ok,0.0029557252309107503,0.002955725230910741,2.5311602361012007,1000,951,0.0,0.0,95,95,0.2954451324816474,0.1516293624255995,2.0,0.0004245649948095495
2003-08-31,2003-09-30,ok,0.03139212653993273,0.03139212653993273,2.7787837381221236,1000,881,0.0,0.0,88,88,0.28919322956659455,0.16757204509485008,1.9999999999999996,0.028613342801810607
2003-09-30,2003-10-31,ok,0.02586071615433243,0.025861892412695344,2.353546866271288,1000,931,0.0008401845449421877,0.0008401845449421877,93,93,0.23871012110396153,0.17270183890024743,2.0,0.023507169288061142
2003-10-31,2003-11-30,ok,0.015755873711970066,0.015755873711970066,1.6800813710600195,1000,933,0.0,0.0,93,93,0.2078372265860926,0.16304553812361217,2.0,0.014075792340910047
2003-11-30,2003-12-31,ok,-0.004421375324430544,-0.004422630250189684,1.6036058141402059,1000,919,0.0007550696505065621,0.0007550696505065621,91,91,0.21966361738083293,0.14313982381824752,2.0000000000000004,-0.00602498113857075
2003-12-31,2004-01-31,ok,0.017877242838465236,0.01787724283846525,2.1445148944376156,1000,911,0.0,0.0,91,91,0.20146983458299803,0.10079393655532272,2.0,0.015732727944027622
2004-01-31,2004-02-29,ok,-0.022617901672241956,-0.02261980681173909,2.0686008330534786,1000,919,0.0015290044118223944,0.0015290044118223944,91,91,0.18809873544339906,0.1265117130285534,1.9999999999999996,-0.024686502505295433
2004-02-29,2004-03-31,ok,0.01119852984282852,0.011198529842828526,2.0416657553952344,1000,890,0.0,0.0,89,89,0.19918915821435398,0.09854527165658228,2.0,0.009156864087433285
2004-03-31,2004-04-30,ok,-0.006707373566824631,-0.006707373566824632,2.1203733760426933,1000,920,0.0,0.0,92,92,0.19494106636516095,0.13037314100577757,2.0,-0.008827746942867323
2004-04-30,2004-05-31,ok,0.013628188503892285,0.013628188503892283,2.9779247157579523,1000,932,0.0,0.0,93,93,0.15080726637261976,0.08428307232089913,2.0,0.010650263788134332
2004-05-31,2004-06-30,ok,0.012838607629785026,0.012835723671072222,2.273720795603074,1000,940,0.0017649686124847734,0.0017649686124847734,94,94,0.2926043750919372,0.13470983193749117,2.0,0.010564886834181952
2004-06-30,2004-07-31,ok,-0.03262121646024236,-0.03262121646024237,2.5341625597104565,1000,934,0.0,0.0,93,93,0.20395379778392594,0.16392562044828296,2.0,-0.03515537901995282
2004-07-31,2004-08-31,ok,0.011361637806159213,0.011362614628888944,1.365504494549277,1000,959,0.0004376445921725505,0.0004376445921725505,95,95,0.2135258856590117,0.155694584214386,2.0,0.009996133311609937
2004-08-31,2004-09-30,ok,-0.0020807165338514923,-0.0020846186006639247,1.7355546403588114,1000,963,0.001646441693010017,0.001646441693010017,96,96,0.1972936974697366,0.15733176660480624,2.0,-0.0038162711742103037
2004-09-30,2004-10-31,ok,0.0051139012836688,0.005107324187823592,2.9190134091927598,1000,958,0.002912797097081177,0.002912797097081177,95,95,0.2856216407664315,0.16235030843141537,1.9999999999999998,0.00219488787447604
2004-10-31,2004-11-30,ok,0.021601553795853004,0.021601553795852997,1.4990440993634402,1000,959,0.0,0.0,95,95,0.3266093585507596,0.1806776288047006,2.0,0.020102509696489565
2004-11-30,2004-12-31,ok,0.00031997748712991826,0.0003199774871299196,2.126717231065313,1000,947,0.0,0.0,94,94,0.14472365780069024,0.08146361672349119,2.0,-0.0018067397439353945
2004-12-31,2005-01-31,ok,-0.01761122958854897,-0.01760720355314466,2.0365979147963635,1000,908,0.0012119311873279351,0.0012119311873279351,90,90,0.18749045732347414,0.11968607606544279,2.0,-0.019647827503345334
2005-01-31,2005-02-28,ok,0.01940693464733037,0.019395669644976316,2.293825375433189,1000,919,0.004912858435192792,0.004912858435192792,91,91,0.24154106228058586,0.12672072406629126,1.9999999999999998,0.01711310927189718
2005-02-28,2005-03-31,ok,0.008654550875997973,0.00865779941194995,2.20679562833797,1000,915,0.0007650814771477536,0.0007650814771477536,91,91,0.16481926386080284,0.0972692357381007,2.0,0.006447755247660002
2005-03-31,2005-04-30,ok,-0.015449811314545042,-0.01544981131454505,2.5140044695153563,1000,937,0.0,0.0,93,93,0.2635093007939739,0.1612198733244081,2.0,-0.017963815784060398
2005-04-30,2005-05-31,ok,0.0003938809856513766,0.0003938809856513733,1.9267653419950468,1000,958,0.0,0.0,95,95,0.36049313288886914,0.18054629171403352,1.9999999999999998,-0.0015328843563436703
2005-05-31,2005-06-30,ok,0.02561883113797286,0.02561041329153274,2.393569973213027,1000,964,0.0018598865311786445,0.0018598865311786445,96,96,0.1122664409916587,0.07590272681158712,2.0,0.023225261164759835
2005-06-30,2005-07-31,ok,0.020948514427030315,0.020948514427030298,2.218954984143332,1000,953,0.0,0.0,95,95,0.14650998576068938,0.0870504954634744,2.0,0.018729559442886984
2005-07-31,2005-08-31,ok,0.006072516962894854,0.006072516962894852,1.9765895600255505,1000,961,0.0,0.0,96,96,0.13033030517625382,0.08888144566974757,2.0,0.004095927402869303
2005-08-31,2005-09-30,ok,0.02155646774038123,0.02159026670605212,1.8319887822889638,1000,958,0.009983246539875205,0.009983246539875205,95,95,0.15887048036396387,0.10347808771534037,2.0,0.01972447895809227
2005-09-30,2005-10-31,ok,-0.03760052772647461,-0.037600527726474604,2.464638825096734,1000,931,0.0,0.0,93,93,0.12270598395383113,0.08771334389292999,2.0,-0.04006516655157134
2005-10-31,2005-11-30,ok,0.006325238180507535,0.00632523818050753,2.3712544670989275,1000,956,0.0,0.0,95,95,0.24230433465295845,0.1403666175137489,1.9999999999999998,0.003953983713408608
2005-11-30,2005-12-31,ok,0.006151120504866108,0.00615112050486611,2.3127388615588957,1000,950,0.0,0.0,95,95,0.15277193413990098,0.08909830242444132,2.0,0.003838381643307212
2005-12-31,2006-01-31,ok,-0.021898841046134664,-0.021938277953945345,2.2865139864565953,1000,960,0.005653226463687392,0.005653226463687392,96,96,0.14083906209652133,0.07302699267304179,1.9999999999999998,-0.024185355032591258
2006-01-31,2006-02-28,ok,-0.008507272582075981,-0.008540140994713731,2.4145301023800947,1000,940,0.004947081974376134,0.004947081974376134,94,94,0.2720002426153527,0.1409449034039763,2.0,-0.010921802684456076
2006-02-28,2006-03-31,ok,-0.0013586473768145183,-0.0013679112202852153,2.1951929223488245,1000,949,0.0012718071760980687,0.0012718071760980687,94,94,0.13118532779545136,0.10040352492018524,2.0,-0.0035538402991633425
2006-03-31,2006-04-30,ok,0.0071579050525703465,0.007164654357414875,2.210784974149214,1000,926,0.00399120849080818,0.00399120849080818,92,92,0.13040433017230316,0.09323100741932028,2.0,0.004947120078421133
2006-04-30,2006-05-31,ok,0.0128904730584469,0.0128904730584469,2.3263319204674517,1000,928,0.0,0.0,92,92,0.13862685451491297,0.08771019403994817,2.0,0.010564141137979448
2006-05-31,2006-06-30,ok,-0.011318317289988871,-0.01133962155866639,2.372639991859433,1000,946,0.0026831572641709636,0.0026831572641709636,94,94,0.24287297858901882,0.11098747095713336,2.0,-0.013690957281848305
2006-06-30,2006-07-31,ok,0.008281853520924453,0.00828185352092446,2.3815146723196534,1000,954,0.0,0.0,95,95,0.13275129259847893,0.0911498613126564,2.0,0.0059003388486048
2006-07-31,2006-08-31,ok,0.00919534229456691,0.009195342294566908,2.9447764246970536,1000,963,0.0,0.0,96,96,0.22353019151797068,0.09848754211403528,1.9999999999999998,0.006250565869869856
2006-08-31,2006-09-30,ok,0.014888540048395097,0.014896801459669973,1.991272512379505,1000,963,0.0010206833796493394,0.0010206833796493394,96,96,0.184716277664565,0.09979139772720053,2.0,0.012897267536015593
2006-09-30,2006-10-31,ok,0.006993114983408058,0.00699311498340806,2.504399914665502,1000,967,0.0,0.0,96,96,0.13169895032837917,0.10093919521756056,2.0,0.004488715068742556
2006-10-31,2006-11-30,ok,0.022604349109947255,0.022604349109947255,2.109926651970471,1000,960,0.0,0.0,96,96,0.1541759467834743,0.09326111029201593,2.0,0.020494422457976783
2006-11-30,2006-12-31,ok,-0.005767259342423335,-0.005781434737465049,2.413957911186546,1000,950,0.0017561193064561764,0.0017561193064561764,95,95,0.13620882501847914,0.07630852041708018,2.0000000000000004,-0.00818121725360988
2006-12-31,2007-01-31,ok,0.011011942102661102,0.011011942102661102,2.0244054394279134,1000,924,0.0,0.0,92,92,0.160405184370976,0.09020063653803442,1.9999999999999998,0.008987536663233188
2007-01-31,2007-02-28,ok,-0.0134812571390449,-0.013470563147761176,2.463171371093359,1000,902,0.0013935354813297287,0.0013935354813297287,90,90,0.165939365154381,0.10630245767686655,2.0,-0.01594442851013826
2007-02-28,2007-03-31,ok,0.007302296050998552,0.007302296050998551,2.694036609917322,1000,914,0.0,0.0,91,91,0.19425039743065645,0.10649549473213778,2.0,0.0046082594410812305
2007-03-31,2007-04-30,ok,-0.0057390223569039325,-0.005739022356903928,2.6774956126331517,1000,919,0.0,0.0,91,91,0.21526167031785154,0.1291303454586835,1.9999999999999998,-0.008416517969537084
2007-04-30,2007-05-31,ok,0.027463056042524536,0.027463056042524536,2.18675936908846,1000,910,0.0,0.0,91,91,0.17309264490726572,0.10720013939979436,1.9999999999999996,0.025276296673436074
2007-05-31,2007-06-30,ok,-0.005975168106517724,-0.005975168106517723,1.8459060512323124,1000,889,0.0,0.0,88,88,0.185396692849733,0.10803971153653802,2.0,-0.007821074157750036
2007-06-30,2007-07-31,ok,0.0264555676594956,0.02644629576012141,2.1208592706687797,1000,914,0.0011701034041126897,0.0011701034041126897,91,91,0.18233572324562844,0.08586381241551926,1.9999999999999996,0.02433470838882682
2007-07-31,2007-08-31,ok,0.013126865477099993,0.013126865477099991,2.694918530050151,1000,928,0.0,0.0,92,92,0.24864149270127422,0.10834499711159908,1.9999999999999998,0.010431946947049842
2007-08-31,2007-09-30,ok,-0.001405655501441215,-0.0014056555014412134,2.8208528929140027,1000,924,0.0,0.0,92,92,0.12861806029697834,0.07650783881310685,1.9999999999999998,-0.004226508394355217
2007-09-30,2007-10-31,ok,-0.0013059191802568182,-0.0013059191802568138,2.7155246941754774,1000,935,0.0,0.0,93,93,0.09182743469557239,0.06113005357401602,1.9999999999999996,-0.004021443874432295
2007-10-31,2007-11-30,ok,-0.02716591133907168,-0.027225731294541,1.8035868251643363,1000,936,0.00881000816926649,0.00881000816926649,93,93,0.09605810680572234,0.06353787066059104,1.9999999999999998,-0.028969498164236017
2007-11-30,2007-12-31,ok,0.004184938030004397,0.004179743950107695,1.831485788221475,1000,918,0.001999021646724706,0.001999021646724706,91,91,0.1258632130856271,0.07704574545156445,2.0,0.0023534522417829225
2007-12-31,2008-01-31,ok,0.019498521937159254,0.0194758232017632,1.9155449571548577,1000,923,0.004670521686430632,0.004670521686430632,92,92,0.14907028184148002,0.0731030551838546,2.0,0.017582976980004397
2008-01-31,2008-02-29,ok,-0.022743405435860002,-0.02274746000875565,2.539058580413015,1000,956,0.001530027507788977,0.001530027507788977,95,95,0.17294846056284888,0.09085701064774973,1.9999999999999996,-0.025282464016273015
2008-02-29,2008-03-31,ok,0.00897083022969689,0.008970830229696893,1.8907186498950221,1000,935,0.0,0.0,93,93,0.22046457243879658,0.11888552913344425,2.0,0.007080111579801869
2008-03-31,2008-04-30,ok,-0.040381987356132416,-0.040381987356132396,2.0161761032111403,1000,930,0.0,0.0,93,93,0.2732866717578211,0.1572580614406751,2.0,-0.04239816345934356
2008-04-30,2008-05-31,ok,-0.03036683419849993,-0.03037579244096506,2.3604262447114888,1000,960,0.004734800457258891,0.004734800457258891,96,96,0.1941965283221689,0.13133246276497426,2.0,-0.03272726044321142
2008-05-31,2008-06-30,ok,0.02869926162763967,0.028694346713304886,2.4434865190447637,1000,950,0.0014042612385067928,0.0014042612385067928,95,95,0.1639149322283095,0.09609546778365517,1.9999999999999998,0.026255775108594906
2008-06-30,2008-07-31,ok,-0.03576336206499864,-0.035767172611465975,1.9881699234745358,1000,925,0.0013231064122720942,0.0013231064122720942,92,92,0.1669490449945574,0.08075395790044328,2.0,-0.037751531988473176
2008-07-31,2008-08-31,ok,-0.010780816391949026,-0.010775717120751968,2.571276071420679,1000,958,0.003960400582654154,0.003960400582654154,95,95,0.2594066826899273,0.1422348674071411,2.0,-0.013352092463369705
2008-08-31,2008-09-30,ok,-0.09458743819247983,-0.08729912512851207,1.87943059089669,1000,976,0.0035288730202245053,0.007320819307077976,97,97,0.16548990682826775,0.09217381250991968,2.0,-0.09646686878337653
2008-09-30,2008-10-31,ok,-0.07754036720487405,-0.07754036720487405,2.189240757031796,1000,972,0.0,0.0,97,97,0.16691634667063973,0.09072812840147482,2.0,-0.07972960796190584
2008-10-31,2008-11-30,ok,-0.018720383025364582,-0.018720383025364593,1.4032460264664384,1000,955,0.0,0.0,95,95,0.15398444579173903,0.09506033621311379,1.9999999999999998,-0.02012362905183102
2008-11-30,2008-12-31,ok,0.025539171182573674,0.025539171182573678,2.1846684320862058,1000,934,0.0,0.0,93,93,0.22422032126013594,0.13367646109086503,2.0,0.02335450275048747
2008-12-31,2009-01-31,ok,-0.12623136549049252,-0.1262313654904924,1.8654203343810134,1000,952,0.0,0.0,95,95,0.17751174220650115,0.11996994568982051,1.9999999999999998,-0.12809678582487352
2009-01-31,2009-02-28,ok,-0.07215948707050789,-0.07215948707050789,2.0169362219494635,1000,913,0.0,0.0,91,91,0.1433530406680394,0.09631994257055437,2.0,-0.07417642329245736
2009-02-28,2009-03-31,ok,0.02042042465238348,0.020420424652383473,1.7952792657256107,1000,900,0.0,0.0,90,90,0.16478948306561073,0.10009806377136311,2.0,0.018625145386657868
2009-03-31,2009-04-30,ok,-0.0044036923765506586,-0.004403692376550663,3.2606267276059313,1000,973,0.0,0.0,97,97,0.329491607103548,0.16899042367452588,2.0,-0.00766431910415659
2009-04-30,2009-05-31,ok,-0.0031246803422742865,-0.003124680342274285,2.719707033215057,1000,990,0.0,0.0,99,99,0.27980198713031684,0.18412497833156627,2.0,-0.005844387375489344
2009-05-31,2009-06-30,ok,-0.031762187576947494,-0.03176218757694748,2.3889768563816265,1000,995,0.0,0.0,99,99,0.1934048189480971,0.09376809174460925,2.0,-0.03415116443332912
2009-06-30,2009-07-31,ok,0.023817224296134913,0.023817224296134917,2.2264958959994905,1000,988,0.0,0.0,98,98,0.15327555988231906,0.07832382717921685,2.0,0.02159072840013542
2009-07-31,2009-08-31,ok,-0.01987877730600232,-0.01987877730600232,2.6267149399157907,1000,951,0.0,0.0,95,95,0.19051352191029206,0.10081001404621427,1.9999999999999998,-0.02250549224591811
2009-08-31,2009-09-30,ok,0.06371175703251955,0.06371175703251955,2.5200009097798057,1000,904,0.0,0.0,90,90,0.16887178146072998,0.11383475782373059,2.0,0.06119175612273974
2009-09-30,2009-10-31,ok,-0.007605362132487387,-0.007605362132487386,2.5201177681782747,1000,879,0.0,0.0,87,87,0.2015323673009524,0.14601464969012118,2.0,-0.010125479900665662
2009-10-31,2009-11-30,ok,0.011516785057081704,0.011516785057081702,2.4384675736044246,1000,935,0.0,0.0,93,93,0.27610042740772184,0.1741807911785585,2.0,0.00907831748347728
2009-11-30,2009-12-31,ok,-0.017591785059694796,-0.017591785059694796,2.0089433398534653,1000,897,0.0,0.0,89,89,0.1954706609319471,0.12766178141108334,2.0,-0.01960072839954826
2009-12-31,2010-01-31,ok,0.013224891049550422,0.012766747461537636,1.8416343154514514,1000,907,0.0008452384528837649,0.003941834436867558,90,90,0.23637631173874904,0.13621237530761204,1.9999999999999998,0.01138325673409897
2010-01-31,2010-02-28,ok,0.02758584980761364,0.027585849807613645,2.026464333293865,1000,954,0.0,0.0,95,95,0.22136653940868456,0.11737166680822368,2.0,0.025559385474319775
2010-02-28,2010-03-31,ok,0.01924911365848565,0.017712574469700763,2.0884397799240793,1000,950,0.003074371937937088,0.006453322824309502,95,95,0.17331061905192033,0.10196221851564882,2.0,0.017160673878561572
2010-03-31,2010-04-30,ok,0.01307731487318595,0.013077314873185947,2.2888874219617663,1000,931,0.0,0.0,93,93,0.19907844619919987,0.14209485988640372,2.0,0.010788427451224184
2010-04-30,2010-05-31,ok,-0.009028637240783866,-0.00902863724078389,1.9807302327208014,1000,923,0.0,0.0,92,92,0.19304941047221133,0.1205734097198528,1.9999999999999998,-0.011009367473504667
2010-05-31,2010-06-30,ok,-0.019507792395478955,-0.019508790801825025,2.8851392547581067,1000,966,0.003930733645930246,0.003930733645930246,96,96,0.15191678928731916,0.11665350059306656,1.9999999999999996,-0.02239293165023706
2010-06-30,2010-07-31,ok,0.02709080472290598,0.027090804722905974,1.8451980470424674,1000,965,0.0,0.0,96,96,0.19743192795947082,0.10774518562944727,2.0,0.025245606675863515
2010-07-31,2010-08-31,ok,-0.05729993832235723,-0.05729993832235724,1.864767282166214,1000,968,0.0,0.0,96,96,0.1919588248391467,0.10314459013424318,2.0,-0.05916470560452345
2010-08-31,2010-09-30,ok,0.03557135308142271,0.03557135308142271,2.1161917139242052,1000,978,0.0,0.0,97,97,0.1714094936566347,0.11485728760384019,2.0,0.0334551613674985
2010-09-30,2010-10-31,ok,-0.014966950051547027,-0.015274582562823382,2.0204977495959824,1000,980,0.0004231493877579872,0.001740781721977684,98,98,0.16454180680745734,0.10227716211778581,2.0,-0.01698744780114301
2010-10-31,2010-11-30,ok,-0.0030608145600997264,-0.003061057642210427,2.8431194146156007,1000,978,0.001066149608343019,0.001066149608343019,97,97,0.14993319092453705,0.09542030905396177,2.0,-0.005903933974715328
2010-11-30,2010-12-31,ok,0.02174356090059659,0.02174333736658035,2.33385156926469,1000,944,0.0038887279347578664,0.0038887279347578664,94,94,0.14381412990873768,0.09751648626524098,2.0,0.0194097093313319
2010-12-31,2011-01-31,ok,0.029181461938525867,0.029181461938525863,2.0652739820819495,1000,941,0.0,0.0,94,94,0.15043893539868208,0.11483987903815623,2.0,0.027116187956443917
