repository,path,bytes,source_object_id,object_id_type,compile_status,native_author_source,native_paper_result_output
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/ADP.csv,1344903,9ebd1b70636fccadf6b01deceb6839a751d9355a,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/AEP.csv,1281886,07a64a6dfdbf2f0d805a55d65e38ca87d5dc25b4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/AMT.csv,2100977,e1ccdae57f5ff7c259c459bbb33857980f96c193,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/AMZN.csv,47462300,5abe047cbd0ac42eb47d5a98f665a876cbb42c35,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/APD.csv,1002921,f06738111a7f309b94a744c06162e18fdbf3d88a,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/ASML.csv,1051784,4d25f4e11dc0fca60b52e665ba04b886529cf058,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/AVGO.csv,6308633,759708e53c4dcf723ed72b71bc6c0fdb945dc447,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/AWK.csv,1322927,cc1e55e371de779151632d01aeb177f09bf03682,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BA.csv,13881276,aa289a8a9750cba761bb0fe31bb3b190a1c7f8d0,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BABA.csv,13200126,d1c6c8f415566906566fdcdadf6c989241c67caf,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BAC.csv,10155740,950f722fe750e09e7e7adf4b67634e42d2776cdf,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BBL.csv,1172797,0a99d0de2bbfaa089bcce0c8a15256d4933d1535,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BHP.csv,1525953,1c40548c128d834421dae647960a654e837a3c3b,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BP.csv,3285534,f3a92c2d3d1549f7511a0ed7f3535ded7e335875,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/BRK-A.csv,255318,4be0b9be6639eca9e9372a961021178158fbb0ad,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/C.csv,8260720,fe8bef8e67ac8e9efbbfbab8e241d92852917813,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/CAT.csv,4355745,5c7340ee413139d94ea5e6fc4fe9579cfcf7ab38,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/CCI.csv,1419861,c488f849b84b49162de10a51c4f2ee659808d619,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/CHTR.csv,1392185,1cf6efc913dc15fb20113ee58ff397e8155fcffd,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/CMCSA.csv,7247430,0d4eeb065e301f45bf714c312a46b92fc3f06348,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/COP.csv,2755997,52741fdb4f94225eab26ccbec27ecf9a3c1932eb,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/COST.csv,4641426,59c035b68fa4583e8582c93bfae5654820f5a978,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/CSCO.csv,5627994,c1a9f37ba1b859a6548d38ba85346a6a9309d07d,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/CVX.csv,7309634,c822ce769c0360971ea80ba6cdd671f01a37a7f7,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/D.csv,1840244,8ae5cd0a971da859091c0211155f24239f06cca3,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DDpA.csv,15556,7018257015260cfb24e390239d5dfcf69859d3ec,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DE.csv,2124571,581a5c259cf8cac5d1dd2619be35c04f0e9b3f36,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DEO.csv,901152,09521fe3d9a53624537a77c1889693fad6775549,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DHR.csv,1310605,94f670a1ee74f38f84f77bb22012c1dd7d32524a,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DIS.csv,926046,17e7338b195b1db982258e11240854c2cfa132a3,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DLR.csv,790925,d9c9e4cf3f9765e66e67debdf8338e007450f70c,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/DUK.csv,2236696,934dbe2f295d052434cbdb0ec1117c20d61710f1,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/ECL.csv,691082,d972b45fce670456d4856e1a47de09431bf49653,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/EL.csv,1391650,8bfa9b097cb820283d1d9396eb8f4d921e705c2a,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/ENB.csv,1780318,0f00ce776c8746c8ac740a28068ceadee49bd1ff,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/EQIX.csv,757684,5af0f1655b174bd46587d81d8f93b91a83d2a398,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/EQNR.csv,1170849,8ce93245ba13d6aa64bb5d10eb2971ac0bce8e86,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/EXC.csv,1284475,7c3dd3382c77522d598605b4d76ba3b0f6e53ea4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/FB.csv,36814116,d97c53a6ffde23b2e6cb76ab785df6485efc7a84,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/FCX.csv,1452546,37a65bcf31786a9ee427c9d7d2988b2c9529d262,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/GE.csv,10237783,8e4af97be2d886a4bdb4eaf93dfed5341fcf3eb4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/GOOG.csv,37135989,4e4ad4037a3ce2a930fea6be6a46e8f509e834f2,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/HD.csv,4972068,0bab78117ad71316bdb251a2904788a94b93b6d5,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/HON.csv,2982492,3803a38df73602d58ec36781d2a9106533a363ce,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/JD.csv,4210352,f3c3d861da072cb0cf246f2bdeb7b5bc50d5cefb,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/JNJ.csv,8927263,25dd609669e534111d1e8405fc4d47c506638d00,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/JPM.csv,15079766,7090d421d0871f0dbdf3703b07b4c96b98d30b3f,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/KO.csv,5109072,56620d535d149aa6570962280f01c77c2184d065,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/LLY.csv,4103594,d27f3811992aed87311c2d7cc8301179c802b7fb,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/LOW.csv,2609258,0aa4142cc057f1eb3f78703b269c5d5cceb1cb0a,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/MA.csv,4186709,ce3a7ae0710a155184b76e0e7592563cdc8af101,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/MCD.csv,6128483,3427054d4dea24bd64f5b04b7677b5941902a8f4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/MMM.csv,3032091,9e95660505eee7a57d9458d4bf4696534810c3b5,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/MS.csv,6407124,bd38eeb5dc952a389c1f3bdb1340c0eb10439319,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/MSFT.csv,25227060,521de7a690fa339515da7445d48cc95c0078e0a9,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NEE.csv,2579381,4feff7970c1e7debd4cf4ee4c3d123e8bf3de730,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NEM.csv,1779338,3f7bbee7b1b25bc4554b6a36712c4d033b1982ca,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NFLX.csv,15182883,ac0d3cbcca1564dc8d3fdf33d30196ab67cb2a14,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NGG.csv,347779,bfc6d2733d67710babdf2232dcf199f4f8277ede,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NKE.csv,7025463,3e45b79adcddd52c9a91160e146a29682010ccf5,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NVDA.csv,11756212,aa55e5259942c9ca35359b5a95d2df246f36d9de,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NVO.csv,996317,1b99dc3e795fd9113334117555b50cad155311cf,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/NVS.csv,4102178,2732c0660bb045ac1e579dd92519e8532e211242,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/O.csv,958541,ae95d98c3a112f724cfa0a58e20f896e9fc57542,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/ORCL.csv,5293261,d4d7bb5a460bb6c0d8417252e406d4225452b3b9,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PEP.csv,3345175,1b39ec80c52805ad6865f2689cffcb8f41a0c02e,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PFE.csv,11272658,a2e94015d6ca4c5c27cc8e020bcc5e393e799906,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PG.csv,4263260,791c0d87b2fe39db88453c7257cd916964811bc8,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PLD.csv,936017,268654ba7ef12e009c64304788e81b5dd3acae7c,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PM.csv,2496064,27ae87f7f7837cd564139abdfc7c15c123e8fc1b,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PSA.csv,572408,b55feb8adfe7711bfc28f507d6ffae80652d2067,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PTR.csv,1234184,1ae72d0c4b74fd36ee7cee7ddec4bcee405c80cb,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/PYPL.csv,4568301,05213d805cd8758890955f3d5f1acb2b289d7293,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/RDS-B.csv,201896,ca4f43ec660d69a3105b9c3c33b2646b818cb98d,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/RIO.csv,2073021,545500ce26b0ba8322a588872c6bd16935c84b62,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/RTX.csv,3564014,7896b2359efaaecb758b9a7368658b0d9105d5c8,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SBAC.csv,404703,04eb851a4c4c4828d20890109546daf6f968b448,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SBUX.csv,7303741,6185d18db61ff13d14ebc12536e8e3464ebfd671,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SCHW.csv,2260716,4e7a58cfc4427f1b51488fff971cee7244ed6a24,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SHW.csv,750712,bc571e7f13f186d0bc6f155658b253fabe5da2c7,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SNAP.csv,5782179,3ae4077a65b49fec541f00023632677a8064eacc,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SNP.csv,874215,804988378e75fa0045652ab77030b9c3aa20c18c,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SO.csv,1736486,cfc8968187548922c1e834e453672402acbdf234,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SPG.csv,2292941,6d7f252e40a343c56341d2e6f600ea701b3dfd89,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/SRE.csv,1198595,c8de3334fe6c78898cfe12b3e73d4f4dd3f83180,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/T.csv,11087857,f34a7abd36f81e05fbb5eeea61ce2a6c8600eec1,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TGT.csv,7422859,e7f98f6c32ca2a236339b0d8b72c2a1c2013deae,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TM.csv,4482471,6f59fff5e80c467150d29b438d2d13778cff28f2,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TMO.csv,1670457,3d1ea3f904442c3878c46090d3419a92785e5697,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TMUS.csv,5273912,df4df52493809f7393f6b547a0f180526f6156ae,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TSLA.csv,31030204,d8ed4b817fb965fdaf1be69f71e62aa5d1b51b16,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TSM.csv,3218163,59078c28b7654a1d5a8339c94e9d38060cc91ca8,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/TTE.csv,2249926,1946b445619b114301c3da41dad7e856eb53cdf7,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/UL.csv,1237616,89652667fa6c178f6b42d2017c46b3c5080015f5,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/UNH.csv,3733305,7bcaddbc6698716b51c149ffa66bc5f34719e782,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/UNP.csv,1930795,a0e18bcd8299729bce7300619bedd9c8029149b4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/UPS.csv,3765371,87507cdfe49f6a919d04fad3f08a03616548e795,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/V.csv,4509877,36f84a252954a7dbaecc24c66df73223f57d01e8,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/VALE.csv,1457468,b67842d4de81720abea550febee0170d8444739d,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/VZ.csv,9301387,8b58ad5e33acfe3f9bb939e7689bd3eaae34e821,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/WELL.csv,593089,37f8ca4af2320289e044a98588a82a9a47cc6e1d,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/WFC.csv,6873671,5feee069d53f5588e52f4cbfc9cbdd0bbf00baed,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/WMT.csv,16349044,3b426c68c406097688bfb26c5faedab1738fe142,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/XEL.csv,724906,b654caa0c46b5d8087845dcc478ea619b209d400,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/news/raw/XOM.csv,10019535,abd6e50d604a210b129298b21de47e53acf0a6ed,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/AAPL.csv,70199,5554405c906b5fc626628d9e409f0b6b0405ecf4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/ABBV.csv,68844,e9ce63311121ec20da70b5f5a545936718ceb6df,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/ABT.csv,68420,4df17d6bd4b3ec65ffb11670a78cc598f44408ba,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/ACN.csv,72807,da6b7eb7802a5212d345be9c6a8a6beef1d40371,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/ADBE.csv,72068,2c924a2679de95dbad6d2c68f6d7ed67acd22ce7,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/ADP.csv,73137,0b1493946a6bbbc06e22b7bfb57c15e4874cb5c0,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/AEP.csv,67332,7aa91729113944f4bd6c3603ac973c1f728302f6,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/AMT.csv,72834,ed159b34f5b07fcaf3fff0e323f7248959a78315,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/AMZN.csv,74068,d2b32a707a2d0595cc818d952dc2aab94b990ae2,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/APD.csv,72719,1f6f09b70ccf5e9b8d6fa77a4705a30c346eabe5,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/ASML.csv,72213,a83a2fb3ca9d4e511b7df18c115530c34d0bc15c,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/AVGO.csv,72315,9a60fb18659e21d0f9ad75d64af0ad6d9c644a97,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/AWK.csv,70475,bab0326819a214b6fe3dd5af923822e774eac9ff,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BA.csv,72524,90e7e4af47c9c52cc6feb89b56b76ad22a971564,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BABA.csv,73017,652337cf04c2e47981dd24495a1f7f04636fbdf4,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BAC.csv,63156,41cc70f65ce146e4fbb4cece84a9e289e50734ee,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BBL.csv,64387,c38586f1bd691d2d2f9950cb8ecbeff50a89011c,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BHP.csv,64792,35e7fb87146b1e5a1788d0cd9d713dfb3187f769,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BP.csv,63304,ac297f18c8dc7c4e69066534049be69a59470d1b,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/BRK-A.csv,58724,a6794bfb85cc93549a69b865c49b1c5a7f66a26a,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/C-PJ.csv,59321,166c8006758e706619acf34d18242f6e6e3b1e00,git_sha1,not_python,no,no
tasoo-oos/LLMFactor,llmfactor/data/CMIN-US/price/raw/CAT.csv,72740,98e82c4d582d4b7af1925d92aef4245de5f4517b,git_sha1,not_python,no,no
