table_label,row_index,row_label,quantitative_column_index,printed_cell,unit_definition,source_document_recovered,raw_result_record_recovered,author_native_experiment_executed,published_result_regenerated,paper_result_credit,blocking_reason
tab:summary,3,Momentum (tuned),1,-9.5,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),2,-0.62,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),3,-16.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),4,-0.56,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),5,+12.6,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),6,+1.19,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),7,-14.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),8,+0.85,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),9,-18.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),10,-2.00,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),11,-21.1,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,3,Momentum (tuned),12,-0.85,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),1,+7.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),2,+0.67,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),3,-22.7,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),4,+0.31,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),5,-14.4,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),6,-1.71,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),7,-23.4,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),8,-0.62,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),9,-3.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),10,-0.26,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),11,-10.7,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,4,Lopez-Lira4o(),12,-0.30,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),1,+15.4,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),2,+1.24,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),3,-19.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),4,+0.80,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),5,-10.1,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),6,-1.16,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),7,-12.6,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),8,-0.80,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),9,-7.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),10,-0.68,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),11,-11.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,5,Lopez-Lira4.1(),12,-0.60,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),1,+14.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),2,+1.41,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),3,-10.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),4,+1.48,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),5,+18.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),6,+1.75,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),7,-9.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),8,+1.91,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),9,+14.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),10,+1.62,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),11,-7.3,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,6,FinCon4o(),12,+1.92,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),1,+8.5,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),2,+0.80,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),3,-11.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),4,+0.77,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),5,+10.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),6,+0.99,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),7,-8.0,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),8,+1.26,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),9,+8.6,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),10,+1.06,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),11,-8.4,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,7,FinCon4.1(),12,+1.02,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),1,+22.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),2,+1.97,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),3,-9.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),4,+2.48,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),5,+9.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),6,+0.91,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),7,-12.4,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),8,+0.74,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),9,+1.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),10,+0.23,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),11,-7.5,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,8,FinHEAR4o(),12,+0.16,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),1,+11.5,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),2,+1.07,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),3,-10.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),4,+1.12,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),5,-5.9,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),6,-0.47,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),7,-14.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),8,-0.40,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),9,-2.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),10,-0.16,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),11,-8.9,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,9,FinHEAR4.1(),12,-0.25,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,1,+33.2,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,2,+2.45,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,3,-7.3,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,4,+4.57,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,5,+12.7,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,6,+1.26,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,7,-11.5,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,8,+1.11,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,9,+16.8,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
tab:summary,10,\method4o,10,+1.77,one populated displayed quantitative table cell,True,False,False,False,False,"the author code/data package, exact walk-forward split boundaries, Finnhub cache, model calls, rubric histories, daily scores/positions/returns, baseline seeds, and result generator are unrecovered"
